n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
1,bernoulli,0.2623404051775929,0.3570037438880194,0.2183597438447461,0.5,0.5528141139216647,0.8104289968711125,15,"[1, 3, 4, 5, 6, 9, 10, 11, 12, 16, 20, 22, 23, 24, 29]",raw
