n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,beta,0.44174471681346805,0.44794078325803766,0.4353587852073984,0.5,0.559251156757594,0.5938861247168605,23,"[0, 1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28]",sae,Pre-8
