n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,beta,0.452002796420798,0.44329704148970206,0.4189305691914747,0.5,0.598203532717784,0.6620835006021679,15,"[1, 3, 5, 7, 11, 12, 14, 15, 16, 19, 24, 25, 27, 28, 29]",sae,Pre-8
