n_samples,model_type,seed,lambda_tau,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,bernoulli,4,0.008,0.4393568484489651,0.4853467729973064,0.4307170670949804,0.5,0.6186061124629001,0.6136394021230515,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5010786652565002, 0.5038588643074036, 0.504033625125885, 0.5036646723747253, 0.5043555498123169, 0.5039741396903992, 0.503778338432312, 0.5040097832679749, 0.5039820075035095, 0.5036952495574951, 0.5039418339729309, 0.5028066039085388, 0.5046332478523254, 0.5041440725326538, 0.5034621357917786, 0.5039561986923218, 0.5042667984962463, 0.5041475296020508, 0.5045486688613892, 0.5043219923973083, 0.5040453672409058, 0.5045766830444336, 0.5040451288223267, 0.5010234117507935, 0.504854679107666, 0.503966748714447, 0.5038246512413025, 0.5038588047027588, 0.5034410357475281, 0.5011785626411438]",ones,Pre-8
1,bernoulli,1,0.004,0.4557497855472112,0.552924295424052,0.4501765613415919,0.5,0.5793431543442555,0.5814921559866844,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.49993711709976196, 0.5001664757728577, 0.5000937581062317, 0.5001960396766663, 0.5000737309455872, 0.500059187412262, 0.5001524686813354, 0.5000812411308289, 0.499855101108551, 0.5000841617584229, 0.5001800656318665, 0.500029981136322, 0.5000930428504944, 0.49998289346694946, 0.5001505017280579, 0.5002015829086304, 0.5000041723251343, 0.49996417760849, 0.5001025795936584, 0.49993541836738586, 0.500157356262207, 0.49991172552108765, 0.5000491142272949, 0.5000004768371582, 0.5001571178436279, 0.500115692615509, 0.5001094341278076, 0.5000489950180054, 0.4999975562095642, 0.5002261996269226]",ones,Pre-8
1,bernoulli,12,0.016,0.4490338483999796,0.5248385226462665,0.4428372775019303,0.5,0.5838020463401993,0.5854241452786363,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5031647682189941, 0.5006977319717407, 0.5030108690261841, 0.5034837126731873, 0.5032217502593994, 0.5031412839889526, 0.5033843517303467, 0.5035097002983093, 0.5012751817703247, 0.5003291964530945, 0.5034270286560059, 0.5030283331871033, 0.5036531090736389, 0.5037060379981995, 0.5021926760673523, 0.5037161111831665, 0.5034627318382263, 0.5032508969306946, 0.5031836032867432, 0.5040236115455627, 0.5030588507652283, 0.5035756230354309, 0.5030874013900757, 0.5032872557640076, 0.5035194158554077, 0.5034044981002808, 0.5035293698310852, 0.5032665729522705, 0.5031842589378357, 0.5036230087280273]",ones,Pre-8
1,bernoulli,8,0.015,0.4492919033029513,0.4933229700280164,0.4455438648639248,0.5,0.5546105263157894,0.5625101214574899,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5266789793968201, 0.5254259705543518, 0.5260676145553589, 0.5272306799888611, 0.5277865529060364, 0.5261247158050537, 0.5174851417541504, 0.5265880823135376, 0.5259549021720886, 0.5249472856521606, 0.5257903933525085, 0.5273143649101257, 0.511699914932251, 0.5262280702590942, 0.5262607932090759, 0.5045546293258667, 0.5240420699119568, 0.5264909267425537, 0.5265254378318787, 0.5037757754325867, 0.5269434452056885, 0.5261175632476807, 0.5258049964904785, 0.5276510715484619, 0.526361346244812, 0.5265520811080933, 0.5271982550621033, 0.5053938627243042, 0.5249568223953247, 0.5270495414733887]",ones,Pre-8
1,bernoulli,34,0.025,0.4499204214251102,0.5353906494033743,0.4422721640206715,0.5,0.6032712786332644,0.5951250031921143,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.49980297684669495, 0.5000889897346497, 0.4998835027217865, 0.49994441866874695, 0.4998464286327362, 0.4999291002750397, 0.4998691976070404, 0.499847948551178, 0.500099241733551, 0.4999552071094513, 0.49984294176101685, 0.4999401867389679, 0.4999801516532898, 0.4999271631240845, 0.49992257356643677, 0.4998690187931061, 0.4998578131198883, 0.4999651312828064, 0.49991217255592346, 0.5000035762786865, 0.4998909533023834, 0.49983716011047363, 0.4998847246170044, 0.4999629557132721, 0.49990683794021606, 0.4999426305294037, 0.4999839961528778, 0.49989065527915955, 0.4998914301395416, 0.4999590814113617]",ones,Pre-8
1,bernoulli,30,0.018,0.4415391536245274,0.4823585499580378,0.4342476836589116,0.5,0.6128941441441442,0.6166344916344917,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5111696124076843, 0.5175211429595947, 0.5170108079910278, 0.5175490379333496, 0.516933023929596, 0.5179132223129272, 0.517203688621521, 0.5177220702171326, 0.5158624649047852, 0.5177664756774902, 0.5177767872810364, 0.5168418288230896, 0.5175965428352356, 0.516101598739624, 0.5175117254257202, 0.5167602896690369, 0.5070726871490479, 0.517221212387085, 0.5167269706726074, 0.5169657468795776, 0.512630820274353, 0.5066595673561096, 0.5162850022315979, 0.5049962401390076, 0.516147792339325, 0.5167692303657532, 0.517017126083374, 0.5168641209602356, 0.517131507396698, 0.5050908327102661]",ones,Pre-8
1,bernoulli,40,0.012,0.4425790785049442,0.4686311253177624,0.4367886277527051,0.5,0.5910091145833333,0.5904947916666666,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5294772982597351, 0.506344735622406, 0.5229590535163879, 0.5292894244194031, 0.5250477194786072, 0.5300255417823792, 0.5300397276878357, 0.5299639701843262, 0.5289329290390015, 0.5304213762283325, 0.510852038860321, 0.5295858383178711, 0.530188262462616, 0.5191757082939148, 0.5107332468032837, 0.5285806655883789, 0.5273004174232483, 0.5307109355926514, 0.5295467376708984, 0.5086798071861267, 0.5298701524734497, 0.5290960073471069, 0.5288816094398499, 0.529503583908081, 0.5299839377403259, 0.5284161567687988, 0.5060269832611084, 0.5293684005737305, 0.5308437943458557, 0.5101705193519592]",ones,Pre-8
1,bernoulli,15,0.022,0.4456467127225182,0.4732960713214013,0.4399813888959466,0.5,0.5989070464669259,0.5908607829116125,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.505778431892395, 0.49998295307159424, 0.5053838491439819, 0.5066269636154175, 0.506169855594635, 0.5063994526863098, 0.5056349635124207, 0.505855917930603, 0.5060603022575378, 0.5055093765258789, 0.5025030970573425, 0.5050400495529175, 0.5061607360839844, 0.5056074261665344, 0.5060747861862183, 0.506767213344574, 0.5064519047737122, 0.501646876335144, 0.5018489360809326, 0.5051509737968445, 0.5001916289329529, 0.5052226781845093, 0.5056471824645996, 0.5055482983589172, 0.5023923516273499, 0.5054422616958618, 0.5062515735626221, 0.5058830976486206, 0.5056498646736145, 0.5055782198905945]",ones,Pre-8
1,bernoulli,24,0.035,0.4515057769048847,0.5382431825152025,0.4442620855307216,0.5,0.5796882380727444,0.5834514249724453,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.49998220801353455, 0.49992695450782776, 0.49995386600494385, 0.5000282526016235, 0.5000240206718445, 0.5002197623252869, 0.5000829100608826, 0.5000247359275818, 0.5000279545783997, 0.49991917610168457, 0.5000999569892883, 0.4999961256980896, 0.49990952014923096, 0.49995532631874084, 0.5000514388084412, 0.4997173845767975, 0.499956876039505, 0.49989601969718933, 0.5000311732292175, 0.4999121427536011, 0.4999835789203644, 0.49998873472213745, 0.5001100897789001, 0.5000467896461487, 0.5000126361846924, 0.5000801086425781, 0.4998592436313629, 0.5000408887863159, 0.5001315474510193, 0.4998973608016968]",ones,Pre-8
1,bernoulli,2,0.028,0.449769221840279,0.495950167445491,0.4423184379576859,0.5,0.5807736572890025,0.6029411764705882,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.4998137652873993, 0.5003823041915894, 0.5003747344017029, 0.500361442565918, 0.5001988410949707, 0.500290036201477, 0.5001585483551025, 0.5006844401359558, 0.5003761649131775, 0.5004283785820007, 0.49983349442481995, 0.5003674626350403, 0.5003984570503235, 0.500323474407196, 0.500339150428772, 0.5001115798950195, 0.5001835227012634, 0.5003002882003784, 0.4997338652610779, 0.5003411769866943, 0.5002461671829224, 0.5003907084465027, 0.5003131628036499, 0.5002604126930237, 0.5004391074180603, 0.5003482103347778, 0.5003865361213684, 0.5002155303955078, 0.500562846660614, 0.5002351999282837]",ones,Pre-8
