n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,bernoulli,28,0.002,0.4247427708895801,0.6954988029204002,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5057744979858398, 0.5054801106452942, 0.5063747763633728, 0.5076438188552856, 0.5056387782096863, 0.5071150660514832, 0.507632851600647, 0.5056578516960144, 0.507304847240448, 0.5075318813323975, 0.5068150162696838, 0.5071327686309814, 0.5073241591453552, 0.5072821974754333, 0.507543683052063, 0.5066958665847778, 0.5068587064743042, 0.507556140422821, 0.5054522156715393, 0.5071800947189331, 0.5063847303390503, 0.5064675211906433, 0.5073736906051636, 0.5057522058486938, 0.5064573287963867, 0.5070353746414185, 0.5078518986701965, 0.5067983269691467, 0.5056807398796082, 0.5060502886772156]",sae,Pre-64
1,bernoulli,29,0.002,0.4324008581607323,0.6675888030859102,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5071330070495605, 0.5059428811073303, 0.5065160989761353, 0.5082194209098816, 0.5072501301765442, 0.5068982243537903, 0.5080907344818115, 0.5070164203643799, 0.5082307457923889, 0.5078936815261841, 0.5074746608734131, 0.507943868637085, 0.508368968963623, 0.5073022842407227, 0.5071675777435303, 0.5071890950202942, 0.5064377188682556, 0.5064078569412231, 0.5068371295928955, 0.5069125294685364, 0.5084766745567322, 0.5085540413856506, 0.5058616995811462, 0.5074920654296875, 0.5074614882469177, 0.5072317123413086, 0.5074461102485657, 0.5069481730461121, 0.5088494420051575, 0.5072011947631836]",sae,Pre-64
1,bernoulli,38,0.0159,0.4321630776897854,0.6175948210205635,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-64
1,bernoulli,8,0.012,0.4250164337346846,0.6773215056273565,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5055205225944519, 0.5079112648963928, 0.5066182017326355, 0.5063526034355164, 0.5073094964027405, 0.5072667598724365, 0.5078911185264587, 0.5068254470825195, 0.5070074796676636, 0.507686197757721, 0.507814884185791, 0.5072021484375, 0.5060110688209534, 0.5071388483047485, 0.5078216791152954, 0.5066976547241211, 0.5062979459762573, 0.5076057314872742, 0.5065575242042542, 0.5071679949760437, 0.5063020586967468, 0.5059283375740051, 0.5077242255210876, 0.506873607635498, 0.507684051990509, 0.5076286196708679, 0.5067597031593323, 0.5076354742050171, 0.5073481202125549, 0.506487250328064]",sae,Pre-64
1,bernoulli,46,0.006,0.4286257196422019,0.6879203002995298,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5075551271438599, 0.5084646940231323, 0.5087602734565735, 0.5088227987289429, 0.5077371001243591, 0.5077077150344849, 0.5076497197151184, 0.5090646743774414, 0.5084031820297241, 0.509409487247467, 0.5072882771492004, 0.5070440173149109, 0.5091359615325928, 0.5075116157531738, 0.5080666542053223, 0.5092146992683411, 0.5085134506225586, 0.5085833072662354, 0.5092434883117676, 0.5092237591743469, 0.5076730251312256, 0.5079671144485474, 0.5082603693008423, 0.5084428787231445, 0.5070227980613708, 0.5085629820823669, 0.50825434923172, 0.5079044103622437, 0.5082768201828003, 0.5085333585739136]",sae,Pre-64
1,bernoulli,36,0.012,0.4295428466064033,0.6795005837559028,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5064743757247925, 0.5058186650276184, 0.5058377385139465, 0.5054906010627747, 0.5060582160949707, 0.5057036280632019, 0.5065091848373413, 0.5065760016441345, 0.5068586468696594, 0.5067028403282166, 0.5063856244087219, 0.5072577595710754, 0.5064662098884583, 0.5065969228744507, 0.5065720677375793, 0.5071633458137512, 0.5065966844558716, 0.5061503052711487, 0.5070907473564148, 0.5063092708587646, 0.5064233541488647, 0.5064835548400879, 0.5063992142677307, 0.5061097145080566, 0.5069669485092163, 0.5060306191444397, 0.5062894821166992, 0.5064399242401123, 0.5068449378013611, 0.5062982439994812]",sae,Pre-64
1,bernoulli,39,0.0159,0.419475975160257,0.675485295756995,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-64
1,bernoulli,10,0.036,0.4234588702112515,0.6568086404248449,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-64
1,bernoulli,9,0.012,0.424094735946448,0.6721848739495798,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5066013932228088, 0.5057381391525269, 0.5074999928474426, 0.5069225430488586, 0.5065115690231323, 0.5055723786354065, 0.5071258544921875, 0.5056856274604797, 0.5069342851638794, 0.5068413019180298, 0.5070386528968811, 0.5063614845275879, 0.5059944987297058, 0.506930410861969, 0.507498025894165, 0.506626546382904, 0.5052714347839355, 0.507204532623291, 0.5073224306106567, 0.506115198135376, 0.5072848796844482, 0.5072230696678162, 0.5060802698135376, 0.5070921182632446, 0.5071046352386475, 0.507045567035675, 0.507408082485199, 0.505163848400116, 0.5064812302589417, 0.5073959231376648]",sae,Pre-64
1,bernoulli,47,0.006,0.4023528977622657,0.727607214042307,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5085428357124329, 0.5062315464019775, 0.5072324872016907, 0.506223738193512, 0.5080814957618713, 0.508430004119873, 0.507988691329956, 0.50807785987854, 0.5076563358306885, 0.5083231329917908, 0.507509708404541, 0.5069864392280579, 0.507108747959137, 0.5084013938903809, 0.5059022903442383, 0.5081108212471008, 0.5063087344169617, 0.5080585479736328, 0.5073423981666565, 0.5068995952606201, 0.5067424774169922, 0.508112370967865, 0.5077536702156067, 0.5070435404777527, 0.5077879428863525, 0.5057619214057922, 0.5056368112564087, 0.5061469674110413, 0.5067998766899109, 0.5075773596763611]",sae,Pre-64
1,bernoulli,16,0.016,0.4158522594071754,0.7108908087526509,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-64
