n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
27,beta,0.277822631784206,0.27085100018515723,0.2661667376381603,0.5,0.5494505494505495,0.8200549450549451,6,"[5, 9, 12, 14, 16, 25]",sae
28,beta,0.277827445530381,0.27171254346711793,0.2661668775988989,0.5,0.5370879120879121,0.8200549450549451,6,"[5, 9, 12, 14, 16, 25]",sae
29,beta,0.2778318167150973,0.2715921256758908,0.26615551254727476,0.5,0.5439560439560439,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
30,beta,0.2778358258087137,0.2709562530099442,0.26615575049052137,0.5,0.5480769230769231,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
31,beta,0.2778395264591679,0.27093957535015967,0.2661558484670905,0.5,0.5480769230769231,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
32,beta,0.2778429186787845,0.2711741781617754,0.26615590445368525,0.5,0.5521978021978022,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
33,beta,0.2778460695176125,0.271625344979725,0.26615597443691213,0.5,0.5659340659340659,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
34,beta,0.2778489789838636,0.27130096057921455,0.26615607241339884,0.5,0.5521978021978022,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
35,beta,0.2778517141225104,0.2712349191551743,0.26615612839994646,0.5,0.5494505494505495,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
36,beta,0.27785422130928455,0.2705314433108275,0.26615619838311444,0.5,0.5315934065934066,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
37,beta,0.27785658099381766,0.27152057104528066,0.2661562543696356,0.5,0.5521978021978022,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
38,beta,0.2778587797727325,0.27160750142438633,0.2661563243527704,0.5,0.5521978021978022,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
39,beta,0.27786088468502645,0.2714633796312632,0.2661563803392651,0.5,0.5521978021978022,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
40,beta,0.27786280188425894,0.2707658494112673,0.26615642232912834,0.5,0.5357142857142857,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
41,beta,0.2778646654428625,0.2708191852664419,0.26615646431898493,0.5,0.5398351648351648,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
42,beta,0.2778663412942426,0.27201438871272876,0.2661565203054502,0.5,0.5233516483516483,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
43,beta,0.2778680037288254,0.27076773429813766,0.26615656229529133,0.5,0.5370879120879121,0.8200549450549451,7,"[5, 9, 12, 14, 16, 19, 25]",sae
44,beta,0.27786951868071097,0.27193643818470226,0.2661566182817359,0.5,0.5247252747252746,0.8214285714285715,7,"[5, 9, 12, 14, 16, 19, 25]",sae
45,beta,0.27787099340470145,0.2712767651093487,0.2661566602715616,0.5,0.5288461538461539,0.8214285714285715,7,"[5, 9, 12, 14, 16, 19, 25]",sae
46,beta,0.2778723876820036,0.2717478728961254,0.2661567162579856,0.5,0.5233516483516483,0.8228021978021977,7,"[5, 9, 12, 14, 16, 19, 25]",sae
47,beta,0.27787370151382845,0.27148009372326803,0.26615680023759947,0.5,0.5343406593406593,0.8228021978021977,7,"[5, 9, 12, 14, 16, 19, 25]",sae
48,beta,0.27787496171402765,0.2716480420438228,0.26615680023759947,0.5,0.5494505494505495,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
49,beta,0.2778761548770341,0.27063286985711293,0.2661568422273965,0.5,0.5398351648351648,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
50,beta,0.2778772810037114,0.2713976797091491,0.26615688421718686,0.5,0.5233516483516483,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
51,beta,0.27787835350106593,0.2710966181534633,0.2661569262069706,0.5,0.5439560439560439,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
52,beta,0.2778793991820011,0.2703154117228955,0.2661569542001561,0.5,0.532967032967033,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
53,beta,0.2778803778285424,0.2717062914483547,0.266157024183107,0.5,0.5398351648351648,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
54,beta,0.27788132965954343,0.270699044399139,0.26615705217628216,0.5,0.5398351648351648,0.8228021978021979,7,"[5, 9, 12, 14, 16, 19, 25]",sae
