n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,beta,0.4443747199603565,0.42158766957697336,0.38962436305273357,0.5,0.6796473473921293,0.7581870632337288,8,"[0, 3, 7, 9, 11, 18, 26, 28]",sae,Pre-max
