n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
1,bernoulli,0.24984843159643844,0.2527864411389657,0.2430795882847284,0.5,0.5962240428293316,0.58795019467878,1,[15],raw
