n_samples,model_type,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type
54,beta,0.26235738808567505,0.2615523877120376,0.2389731445866212,0.5,0.6140159083198251,0.7973574094318996,5,"[9, 15, 17, 20, 23]",sae
