n_samples,model_type,rmse_mean,rmse_rasch,rmse_amortized,auc_mean,auc_rasch,auc_amortized,active_dims,active_indices,embedding_type,scenario
1,bernoulli,0.4409883259246634,0.5031419620853322,0.4310008351988345,0.5,0.5615549919656166,0.5888009086274434,0,[],sae,Pre-8
