n_samples,model_type,seed,lambda_tau,rmse_amortized,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,beta,24,0.008,0.4991929872936479,0.5823068309070548,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.57426118850708, 3.620441436767578, 3.592395544052124, 3.5822157859802246, 3.574172019958496, 3.553185224533081, 3.5670742988586426, 3.5487115383148193, 3.561292886734009, 3.575110912322998, 3.585303544998169, 3.596851110458374, 3.5766327381134033, 3.544093132019043, 3.597970962524414, 3.566849708557129, 3.5632293224334717, 3.5844545364379883, 3.5767710208892822, 3.5830142498016357, 3.537102222442627, 3.558706283569336, 3.566514015197754, 3.549685001373291, 3.5826597213745117, 3.560915946960449, 3.5999903678894043, 3.558896541595459, 3.5705482959747314, 3.5723352432250977]",raw,Pre-4
1,beta,6,0.015,0.452541666430875,0.699609375,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.2424263954162598, 3.2713348865509033, 3.247985601425171, 3.2659356594085693, 3.240980863571167, 3.2531442642211914, 3.2818546295166016, 3.2417638301849365, 3.273566246032715, 3.2209081649780273, 3.248358964920044, 3.286990165710449, 3.2788491249084473, 3.2503445148468018, 3.257185459136963, 3.2809970378875732, 3.270758867263794, 3.222646951675415, 3.2512638568878174, 3.251044988632202, 3.262159824371338, 3.252082586288452, 3.2784738540649414, 3.2464470863342285, 3.2468671798706055, 3.2332265377044678, 3.2694077491760254, 3.2238237857818604, 3.230729579925537, 3.2739686965942383]",raw,Pre-4
1,beta,25,0.008,0.4905702420674872,0.65625,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.5133161544799805, 3.4963040351867676, 3.4824702739715576, 3.523505449295044, 3.488999366760254, 3.501063346862793, 3.4925501346588135, 3.4982004165649414, 3.485893964767456, 3.5269417762756348, 3.527114152908325, 3.5019264221191406, 3.5081570148468018, 3.4870798587799072, 3.4830408096313477, 3.4697020053863525, 3.4864659309387207, 3.467655897140503, 3.512784004211426, 3.497973918914795, 3.4778590202331543, 3.544307231903076, 3.471167802810669, 3.4950711727142334, 3.5483500957489014, 3.4987034797668457, 3.5364975929260254, 3.4861531257629395, 3.4791929721832275, 3.478994369506836]",raw,Pre-4
1,beta,6,0.004,0.4538844255988363,0.7015625000000001,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.624659538269043, 3.652409553527832, 3.6293747425079346, 3.6472628116607666, 3.6219255924224854, 3.6340489387512207, 3.6628880500793457, 3.6235599517822266, 3.654294013977051, 3.603060007095337, 3.6295664310455322, 3.6672894954681396, 3.660015106201172, 3.631162166595459, 3.638415575027466, 3.6620404720306396, 3.651977300643921, 3.6036999225616455, 3.6324775218963623, 3.63264536857605, 3.643202304840088, 3.6332335472106934, 3.6583869457244873, 3.627365827560425, 3.628474473953247, 3.6152234077453613, 3.650705575942993, 3.6049752235412598, 3.6124536991119385, 3.6542820930480957]",raw,Pre-4
1,beta,6,0.022,0.451694928454561,0.70078125,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.9970967769622803, 3.0267493724823, 3.0032191276550293, 3.021158456802368, 2.996567964553833, 3.0087385177612305, 3.037376880645752, 2.996739625930786, 3.0293235778808594, 2.9755916595458984, 3.00374698638916, 3.043036699295044, 3.03409743309021, 3.0059444904327393, 3.012631416320801, 3.036458969116211, 3.0259644985198975, 2.9780638217926025, 3.0066187381744385, 3.006143093109131, 3.0176687240600586, 3.0074214935302734, 3.034712076187134, 3.0020713806152344, 3.001985788345337, 2.9879958629608154, 3.024651050567627, 2.979196548461914, 2.985779285430908, 3.0299601554870605]",raw,Pre-4
1,beta,28,0.02,0.4607995360204063,0.6759985069055617,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.0762126445770264, 3.096966505050659, 3.0798168182373047, 3.093735694885254, 3.1087212562561035, 3.03058123588562, 3.0354807376861572, 3.0861196517944336, 3.0950822830200195, 3.067164897918701, 3.0725178718566895, 3.0668976306915283, 3.0796515941619873, 3.081411600112915, 3.057772636413574, 3.0628437995910645, 3.0547802448272705, 3.121683359146118, 3.0719902515411377, 3.0813214778900146, 3.0510787963867188, 3.068781852722168, 3.066115140914917, 3.09415340423584, 3.0989174842834473, 3.097073554992676, 3.078305244445801, 3.0604870319366455, 3.086641788482666, 3.064608097076416]",raw,Pre-4
1,beta,48,0.015,0.5343632356564504,0.5480519480519481,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.327998638153076, 3.2531535625457764, 3.262263298034668, 3.2718474864959717, 3.2953314781188965, 3.27028226852417, 3.2696287631988525, 3.2521121501922607, 3.2700634002685547, 3.2699246406555176, 3.278500556945801, 3.257158041000366, 3.231651544570923, 3.264343738555908, 3.2583470344543457, 3.253498077392578, 3.2624378204345703, 3.2657504081726074, 3.266619920730591, 3.2616844177246094, 3.2295708656311035, 3.2428689002990723, 3.259274482727051, 3.2669498920440674, 3.2408697605133057, 3.2505135536193848, 3.259378671646118, 3.241741418838501, 3.2598235607147217, 3.255654811859131]",raw,Pre-4
1,beta,48,0.032,0.5309103553214016,0.5525046382189239,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[2.738919496536255, 2.6601996421813965, 2.6696085929870605, 2.6796343326568604, 2.703275680541992, 2.677886724472046, 2.6765904426574707, 2.658565044403076, 2.678004503250122, 2.677126169204712, 2.685436725616455, 2.663416624069214, 2.637608051300049, 2.6721060276031494, 2.664966344833374, 2.6607017517089844, 2.669833183288574, 2.672832727432251, 2.674136161804199, 2.6688570976257324, 2.635439395904541, 2.6499807834625244, 2.665801763534546, 2.6739730834960938, 2.6472370624542236, 2.657160997390747, 2.6659255027770996, 2.6481006145477295, 2.667266368865967, 2.6632180213928223]",raw,Pre-4
1,beta,48,0.022,0.5329360852147244,0.550278293135436,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.0867297649383545, 3.0103063583374023, 3.0195772647857666, 3.029317617416382, 3.052856206893921, 3.027681827545166, 3.0267932415008545, 3.009063243865967, 3.027573585510254, 3.0271806716918945, 3.0356173515319824, 3.014005422592163, 2.988400936126709, 3.021780252456665, 3.015286445617676, 3.010714054107666, 3.0197811126708984, 3.0229527950286865, 3.0239648818969727, 3.018908977508545, 2.9862446784973145, 3.000063896179199, 3.0162408351898193, 3.0241005420684814, 2.997800350189209, 3.007530689239502, 3.016334056854248, 2.998631000518799, 3.0171589851379395, 3.0129971504211426]",raw,Pre-4
1,beta,48,0.004,0.536519229235009,0.546938775510204,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[3.704124927520752, 3.6316537857055664, 3.640467405319214, 3.6497738361358643, 3.6731960773468018, 3.6483473777770996, 3.6479814052581787, 3.6308436393737793, 3.6480495929718018, 3.6481969356536865, 3.656953811645508, 3.6360702514648438, 3.6106691360473633, 3.6423580646514893, 3.637188196182251, 3.631929397583008, 3.6404342651367188, 3.64410662651062, 3.644803762435913, 3.640077829360962, 3.608792781829834, 3.6212875843048096, 3.637890100479126, 3.6453728675842285, 3.6196022033691406, 3.629136562347412, 3.63812518119812, 3.6206271648406982, 3.6380133628845215, 3.633910655975342]",raw,Pre-4
