n_samples,model_type,seed,rmse_naive,rmse_rasch,rmse_amortized,auc_naive,auc_rasch,auc_amortized,active_dims,active_indices,tau_values,embedding_type,scenario
1,bernoulli,42,0.4455101009780058,0.5102396255758036,0.4054012970136267,0.5,0.6021779425393883,0.7325841828853877,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-8
1,bernoulli,123,0.4517229191242315,0.448253107872873,0.4197415164149271,0.5,0.5995019570453632,0.7124272380570051,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5029577016830444, 0.5049364566802979, 0.5033136606216431, 0.504959225654602, 0.5034040808677673, 0.5044358372688293, 0.5046868920326233, 0.5045869946479797, 0.5048618316650391, 0.5039653778076172, 0.5049321055412292, 0.5047640800476074, 0.5048632025718689, 0.5036698579788208, 0.504226803779602, 0.5048015713691711, 0.504875898361206, 0.5033866763114929, 0.5048848390579224, 0.5048418045043945, 0.5051282644271851, 0.5048713684082031, 0.5045309066772461, 0.5047216415405273, 0.504416823387146, 0.5046725869178772, 0.5050057172775269, 0.504524827003479, 0.5044150352478027, 0.5046532154083252]",sae,Pre-8
1,bernoulli,789,0.4551627117343909,0.4534779193722162,0.4325857560082525,0.5,0.573277048155097,0.6608692933083177,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5051602125167847, 0.5060960054397583, 0.5059032440185547, 0.5059199929237366, 0.5045401453971863, 0.5060428380966187, 0.5050551891326904, 0.5064389109611511, 0.5043942332267761, 0.505769670009613, 0.5042356848716736, 0.5065484046936035, 0.5063087940216064, 0.5054495930671692, 0.506003737449646, 0.5045247077941895, 0.5048998594284058, 0.5050532221794128, 0.5052837133407593, 0.5063827633857727, 0.5053161978721619, 0.5062268376350403, 0.5055475831031799, 0.5061003565788269, 0.5054693222045898, 0.5060750246047974, 0.5053852200508118, 0.5043960213661194, 0.506075382232666, 0.5053467154502869]",sae,Pre-8
1,bernoulli,2024,0.4409883259246634,0.5031419620853322,0.436519511843104,0.5,0.5615549919656166,0.5888138152672642,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-8
1,bernoulli,1337,0.4585895707104087,0.4964880690298409,0.4365679997648631,0.5,0.5744787312203896,0.6669643535760431,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-8
1,bernoulli,555,0.4526384800091728,0.4622523901512943,0.4393296640537869,0.5,0.5678360101437024,0.6319962089192858,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5059067606925964, 0.5056728720664978, 0.505436360836029, 0.5052838325500488, 0.5054798126220703, 0.5054911971092224, 0.504713773727417, 0.5053116083145142, 0.5052472352981567, 0.5056175589561462, 0.5056639909744263, 0.504425048828125, 0.505331814289093, 0.5051330327987671, 0.5048984289169312, 0.504405677318573, 0.5056352019309998, 0.5053832530975342, 0.5044119954109192, 0.5058338642120361, 0.5056010484695435, 0.5051437616348267, 0.5053644180297852, 0.5057073831558228, 0.50568026304245, 0.5055535435676575, 0.5056208372116089, 0.5054216980934143, 0.5056127309799194, 0.5056494474411011]",sae,Pre-8
1,bernoulli,666,0.4587126719024492,0.4654925810932587,0.4459934382383618,0.5,0.6071511873467355,0.625123714784626,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5057977437973022, 0.5051363110542297, 0.5047453045845032, 0.5038191080093384, 0.5056700110435486, 0.5051831603050232, 0.5061590671539307, 0.5059633851051331, 0.5048732757568359, 0.5049630999565125, 0.5050233602523804, 0.5048673152923584, 0.5035551190376282, 0.5052820444107056, 0.5056053996086121, 0.5043579936027527, 0.5038620233535767, 0.5040934681892395, 0.5052584409713745, 0.504898190498352, 0.5044595003128052, 0.5063159465789795, 0.5060979723930359, 0.5062292814254761, 0.5063501000404358, 0.5043469667434692, 0.506500244140625, 0.5064287781715393, 0.504187822341919, 0.5058349967002869]",sae,Pre-8
1,bernoulli,777,0.4480875783322746,0.4753531761747054,0.4439366821040927,0.5,0.5423877626675512,0.5693130158234639,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5051985383033752, 0.5053698420524597, 0.5049212574958801, 0.5052830576896667, 0.5050933957099915, 0.5031722187995911, 0.5053339600563049, 0.5053431987762451, 0.5051403641700745, 0.5044996738433838, 0.5042853951454163, 0.5054836869239807, 0.5032238960266113, 0.5045342445373535, 0.5053991079330444, 0.5054343938827515, 0.5050860643386841, 0.5052044987678528, 0.5053979158401489, 0.5050987601280212, 0.5053132176399231, 0.5050128698348999, 0.5053696036338806, 0.505273699760437, 0.5031152963638306, 0.5053832530975342, 0.5057844519615173, 0.5052666068077087, 0.5049664378166199, 0.5053911209106445]",sae,Pre-8
1,bernoulli,888,0.4428248270885884,0.4595690310971431,0.4281176935393869,0.5,0.5972404858299595,0.6347400809716599,30,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[0.5051156282424927, 0.5061566233634949, 0.5043491125106812, 0.5057675838470459, 0.5044466853141785, 0.5042239427566528, 0.5058930516242981, 0.5059258341789246, 0.5056758522987366, 0.5063223242759705, 0.5063764452934265, 0.506199836730957, 0.506192147731781, 0.5048599243164062, 0.5063022971153259, 0.5046943426132202, 0.5062402486801147, 0.5052656531333923, 0.5060648322105408, 0.505285382270813, 0.5058716535568237, 0.5051094889640808, 0.5060901045799255, 0.505956768989563, 0.5063219666481018, 0.5050469040870667, 0.5063526034355164, 0.5063945651054382, 0.5049980878829956, 0.504670262336731]",sae,Pre-8
1,bernoulli,999,0.45937796416591403,0.5033727675531225,0.4306774872571009,0.5,0.5497105589120049,0.6934325943527391,0,[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",sae,Pre-8
