seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_naive,rmse_naive
2,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4444125937268004
3,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4690056739354109
7,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4806552462988033
1,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4758348538123366
5,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.5215621490203061
0,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4569722814094136
16,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4759535729542753
12,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4406373745959461
4,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4432350522138786
15,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4581822955640285
34,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4946965343640803
47,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4690758685062839
19,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4768336103383637
13,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4304836699847719
26,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4851489498062192
14,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4477284298370453
31,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4599655863857007
6,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4577469235217362
39,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4848351600075348
10,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4702877728878481
43,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4371618087723822
38,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.449684349589814
23,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4656400991718271
46,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4685579542306142
11,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4532922567604549
27,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.459748107524584
20,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4541208406683668
21,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,0.5,0.4852972479964084
35,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4619424662012752
42,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4369160638046301
22,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4447807014358494
44,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4732185833342525
29,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5,0.4697965700636564
18,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4767254879005508
48,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4925288424542258
33,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4656789633183882
8,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4899321760707591
32,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5,0.4975774310348685
30,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5,0.4517949413539848
