seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,32,0.9,raw,32,0.6403803218704456,0.4384214540782245
19,beta,1,32,0.9,raw,32,0.6946866236935066,0.4135750474437351
43,beta,1,32,0.9,raw,32,0.6334717008087751,0.4343916107679182
11,beta,1,32,0.9,raw,32,0.6100765306122449,0.4527639232929605
34,beta,1,32,0.9,raw,32,0.601289336491098,0.4591365318511836
38,beta,1,32,0.9,raw,32,0.6701343287843317,0.4389243101897307
27,beta,1,32,0.9,raw,32,0.6770883665406588,0.4286006012138461
6,beta,1,32,0.9,raw,32,0.669635240851858,0.4401684512829572
31,beta,1,32,0.9,raw,32,0.6638408430232559,0.4433231086854534
39,beta,1,32,0.9,raw,32,0.6560268720762548,0.4502394813831846
47,beta,1,32,0.9,raw,32,0.632563306549793,0.4441709107177736
23,beta,1,32,0.9,raw,32,0.6275969328703703,0.4526802708681763
3,beta,1,32,0.9,raw,32,0.650846716923413,0.4471296078618078
15,beta,1,32,0.9,raw,32,0.7019067188086874,0.4249374708289826
35,beta,1,32,0.9,raw,32,0.666212612820939,0.4440545836675242
2,beta,1,32,0.9,raw,32,0.6209274360226974,0.4443090577431549
7,beta,1,32,0.9,raw,32,0.6451111831339968,0.429049260629102
10,beta,1,32,0.9,raw,32,0.6026537340672927,0.4694031615260099
14,beta,1,32,0.9,raw,32,0.6615420485842939,0.439368193154495
30,beta,1,32,0.9,raw,32,0.638896455812353,0.4352189099384188
18,beta,1,32,0.9,raw,32,0.7026160690520552,0.4317304250247858
42,beta,1,32,0.9,raw,32,0.7160648934163365,0.416554688268105
26,beta,1,32,0.9,raw,32,0.6300671578436723,0.439093039594253
22,beta,1,32,0.9,raw,32,0.6761613148637756,0.4234536093994153
46,beta,1,32,0.9,raw,32,0.651281179138322,0.4411010024325495
4,beta,1,32,0.9,raw,32,0.663835632410059,0.4424028202610246
20,beta,1,32,0.9,raw,32,0.6733906746429287,0.427702636934758
36,beta,1,32,0.9,raw,32,0.6008370040593911,0.4453262862363659
40,beta,1,32,0.9,raw,32,0.6387804255008576,0.4413551537301096
1,beta,1,32,0.9,raw,32,0.6057532582526546,0.452562328097834
48,beta,1,32,0.9,raw,32,0.6706538775938744,0.4246951082458976
16,beta,1,32,0.9,raw,32,0.6498844416430298,0.433815718874787
44,beta,1,32,0.9,raw,32,0.658509690826583,0.4379418560076566
12,beta,1,32,0.9,raw,32,0.6605383985937688,0.4427254636105637
28,beta,1,32,0.9,raw,32,0.6069224657107,0.4618686226235452
32,beta,1,32,0.9,raw,32,0.6418260869565217,0.4479006793991117
24,beta,1,32,0.9,raw,32,0.595879875217435,0.4585722351226283
8,beta,1,32,0.9,raw,32,0.6815739777238217,0.4352534379072881
37,beta,1,32,0.9,raw,32,0.6079919258373205,0.4513194680832275
41,beta,1,32,0.9,raw,32,0.6443356770517639,0.4364157251516989
49,beta,1,32,0.9,raw,32,0.6648918096312202,0.4419665536092944
45,beta,1,32,0.9,raw,32,0.6265836768229113,0.4517140784165545
21,beta,1,32,0.9,raw,32,0.6969509145081665,0.4281617211513715
25,beta,1,32,0.9,raw,32,0.6446494989635019,0.4375665137274825
33,beta,1,32,0.9,raw,32,0.6381593979131903,0.4437071826586868
29,beta,1,32,0.9,raw,32,0.6474515267618715,0.4381224938020299
9,beta,1,32,0.9,raw,32,0.6649532744423255,0.4434638215439582
17,beta,1,32,0.9,raw,32,0.630249872730358,0.4499436707474225
5,beta,1,32,0.9,raw,32,0.649883958835924,0.4417016045528922
13,beta,1,32,0.9,raw,32,0.6516200062912866,0.4364719403163216
