seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,32,0.3,raw,32,0.5,0.4501198231590867
2,beta,1,32,0.3,raw,32,0.5,0.4416400661495336
39,beta,1,32,0.3,raw,32,0.5,0.4647280444868432
23,beta,1,32,0.3,raw,32,0.5,0.4601628696503065
30,beta,1,32,0.3,raw,32,0.5,0.4582413523306018
19,beta,1,32,0.3,raw,32,0.5,0.4537016225146801
18,beta,1,32,0.3,raw,32,0.5,0.4456879555530437
35,beta,1,32,0.3,raw,32,0.5,0.4547867558479643
27,beta,1,32,0.3,raw,32,0.5,0.4591169936761822
47,beta,1,32,0.3,raw,32,0.5,0.4605849420994357
46,beta,1,32,0.3,raw,32,0.5,0.4378575158512106
15,beta,1,32,0.3,raw,32,0.5,0.4506366411840303
43,beta,1,32,0.3,raw,32,0.5,0.4564892415954765
38,beta,1,32,0.3,raw,32,0.5,0.4493465573484273
42,beta,1,32,0.3,raw,32,0.5,0.4511478962656948
31,beta,1,32,0.3,raw,32,0.5,0.4494729856800604
3,beta,1,32,0.3,raw,32,0.5,0.4564288970907513
7,beta,1,32,0.3,raw,32,0.5,0.4568522665262126
22,beta,1,32,0.3,raw,32,0.5,0.4487065754071772
6,beta,1,32,0.3,raw,32,0.5,0.4575209154496887
11,beta,1,32,0.3,raw,32,0.5,0.4500952421170375
14,beta,1,32,0.3,raw,32,0.5,0.4666060851857141
10,beta,1,32,0.3,raw,32,0.5,0.4623736137963373
34,beta,1,32,0.3,raw,32,0.5,0.4565924469762977
26,beta,1,32,0.3,raw,32,0.5,0.4775952265189391
44,beta,1,32,0.3,raw,32,0.5,0.449647731785423
20,beta,1,32,0.3,raw,32,0.5,0.4656727235134383
28,beta,1,32,0.3,raw,32,0.5,0.453143579825588
16,beta,1,32,0.3,raw,32,0.5,0.4486669717554318
48,beta,1,32,0.3,raw,32,0.5,0.4368208484351294
1,beta,1,32,0.3,raw,32,0.5,0.4761609120785081
36,beta,1,32,0.3,raw,32,0.5,0.4606355389252493
12,beta,1,32,0.3,raw,32,0.5,0.454960852972039
40,beta,1,32,0.3,raw,32,0.5,0.4509668090611481
32,beta,1,32,0.3,raw,32,0.5,0.4448929366161326
4,beta,1,32,0.3,raw,32,0.5,0.4583920979396671
8,beta,1,32,0.3,raw,32,0.5,0.4613029518333179
24,beta,1,32,0.3,raw,32,0.5,0.4747772233960867
25,beta,1,32,0.3,raw,32,0.5,0.4418679751009083
45,beta,1,32,0.3,raw,32,0.5,0.4628993971110151
17,beta,1,32,0.3,raw,32,0.5,0.4472932765359014
9,beta,1,32,0.3,raw,32,0.5,0.4642778526285069
49,beta,1,32,0.3,raw,32,0.5,0.4530348852590247
29,beta,1,32,0.3,raw,32,0.5,0.4576326309834911
21,beta,1,32,0.3,raw,32,0.5,0.4628771043565319
13,beta,1,32,0.3,raw,32,0.5,0.4554093428485594
33,beta,1,32,0.3,raw,32,0.5,0.4480401541647328
5,beta,1,32,0.3,raw,32,0.5,0.4460907042444476
37,beta,1,32,0.3,raw,32,0.5,0.4495689685472311
41,beta,1,32,0.3,raw,32,0.5,0.454320776746052
