seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,64,1.0,pca,64,0.6161684834270992,0.4640114168507517
1,beta,1,64,1.0,pca,64,0.6171996741748123,0.6105771799797475
10,beta,1,64,1.0,pca,64,0.587533101295346,0.6179932995729257
11,beta,1,64,1.0,pca,64,0.560578791496933,0.6172108223287052
12,beta,1,64,1.0,pca,64,0.5430882300241037,0.5638024827164314
13,beta,1,64,1.0,pca,64,0.5717322087744346,0.6513004754946657
14,beta,1,64,1.0,pca,64,0.5508705889410459,0.5799912667028038
15,beta,1,64,1.0,pca,64,0.5725097691715452,0.6108564562105163
16,beta,1,64,1.0,pca,64,0.5919410907075381,0.5859403991627495
17,beta,1,64,1.0,pca,64,0.5787142438354207,0.5388211248937864
18,beta,1,64,1.0,pca,64,0.6001119907966147,0.4567439977954093
19,beta,1,64,1.0,pca,64,0.583625969783585,0.5701369707857682
2,beta,1,64,1.0,pca,64,0.5744598228775444,0.5908837906966542
20,beta,1,64,1.0,pca,64,0.5786450627917502,0.5599392777968349
21,beta,1,64,1.0,pca,64,0.623901679457235,0.5922602485520391
22,beta,1,64,1.0,pca,64,0.5986077777385617,0.5994111519373398
23,beta,1,64,1.0,pca,64,0.5824441650744087,0.5862292262872318
24,beta,1,64,1.0,pca,64,0.5678640143992055,0.5824628931923075
25,beta,1,64,1.0,pca,64,0.6192453044554602,0.5856181482425172
26,beta,1,64,1.0,pca,64,0.5651865014128111,0.609700067332938
27,beta,1,64,1.0,pca,64,0.5845407372464451,0.4916661847106813
28,beta,1,64,1.0,pca,64,0.5975456905134405,0.6075615430984677
29,beta,1,64,1.0,pca,64,0.6211682759096108,0.5791185450516304
3,beta,1,64,1.0,pca,64,0.6157894128291328,0.4645250975313346
30,beta,1,64,1.0,pca,64,0.5692870480474886,0.5963153382255676
31,beta,1,64,1.0,pca,64,0.5567150372897034,0.6046531844936993
32,beta,1,64,1.0,pca,64,0.5722507813936385,0.6158196707884606
33,beta,1,64,1.0,pca,64,0.5751474269229138,0.5979309697273568
34,beta,1,64,1.0,pca,64,0.5858306721752398,0.5151848503876737
35,beta,1,64,1.0,pca,64,0.5789330070944954,0.6072775617197059
36,beta,1,64,1.0,pca,64,0.5699810061512189,0.5045883825423825
37,beta,1,64,1.0,pca,64,0.6243843628155141,0.6159446370617576
38,beta,1,64,1.0,pca,64,0.5675826351865956,0.5876531026076867
39,beta,1,64,1.0,pca,64,0.5557852858145708,0.5850724255730823
4,beta,1,64,1.0,pca,64,0.553969866260369,0.6433804729177751
40,beta,1,64,1.0,pca,64,0.6052734166806255,0.5836011464826056
41,beta,1,64,1.0,pca,64,0.6012689828823222,0.6007637567044378
42,beta,1,64,1.0,pca,64,0.5759143334776543,0.4843218374303538
43,beta,1,64,1.0,pca,64,0.5531786508524833,0.6024616259704705
44,beta,1,64,1.0,pca,64,0.5968016592718295,0.5925807734048663
45,beta,1,64,1.0,pca,64,0.613988460315297,0.5740550320325926
46,beta,1,64,1.0,pca,64,0.6197854962626509,0.4622579991786836
47,beta,1,64,1.0,pca,64,0.5980003857776635,0.5742230577372167
48,beta,1,64,1.0,pca,64,0.5711173459565361,0.6306574589870027
49,beta,1,64,1.0,pca,64,0.5892584636333756,0.6232272517830362
5,beta,1,64,1.0,pca,64,0.58351512348187,0.5832265319010714
6,beta,1,64,1.0,pca,64,0.5638278151732941,0.5987752524050113
7,beta,1,64,1.0,pca,64,0.5869466818233423,0.591720122846205
8,beta,1,64,1.0,pca,64,0.5507509037018172,0.601805328305808
9,beta,1,64,1.0,pca,64,0.6135917125470878,0.5947725124804655
