seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,32,0.1,raw,32,0.5200892857142858,0.4499164801815829,7,2,30,2
27,bernoulli,1,32,0.1,raw,32,0.6042319749216302,0.4464174081905279,18,2,30,2
23,bernoulli,1,32,0.1,raw,32,0.6210131332082551,0.4390596959849245,15,2,30,2
43,bernoulli,1,32,0.1,raw,32,0.6927083333333333,0.412990279428515,11,2,30,2
35,bernoulli,1,32,0.1,raw,32,0.631875,0.4393818776337152,19,2,30,2
47,bernoulli,1,32,0.1,raw,32,0.4609130706691682,0.4750023929636057,29,2,30,2
39,bernoulli,1,32,0.1,raw,32,0.657471264367816,0.4629557921816774,22,2,30,2
14,bernoulli,1,32,0.1,raw,32,0.5645645645645645,0.4664971734244441,3,2,30,2
46,bernoulli,1,32,0.1,raw,32,0.5638020833333334,0.4625079830872557,25,2,30,2
30,bernoulli,1,32,0.1,raw,32,0.5606060606060606,0.4598720326930602,9,2,30,2
42,bernoulli,1,32,0.1,raw,32,0.4502962475312705,0.4603661050550895,16,2,30,2
38,bernoulli,1,32,0.1,raw,32,0.5395348837209303,0.4269968057609009,13,2,30,2
34,bernoulli,1,32,0.1,raw,32,0.6668797953964194,0.4408619487064725,20,2,30,2
19,bernoulli,1,32,0.1,raw,32,0.6328955597248279,0.4498460784565645,13,2,30,2
18,bernoulli,1,32,0.1,raw,32,0.5341880341880343,0.456175206207013,10,2,30,2
3,bernoulli,1,32,0.1,raw,32,0.6933333333333332,0.4374328800213068,11,2,30,2
31,bernoulli,1,32,0.1,raw,32,0.4763427109974424,0.4505369830314812,11,2,30,2
11,bernoulli,1,32,0.1,raw,32,0.6312056737588652,0.4494526129961205,4,2,30,2
7,bernoulli,1,32,0.1,raw,32,0.5203252032520326,0.4663326716572855,14,2,30,2
15,bernoulli,1,32,0.1,raw,32,0.5970909090909091,0.4365373647631444,3,2,30,2
26,bernoulli,1,32,0.1,raw,32,0.5399999999999999,0.4667751674313255,25,2,30,2
6,bernoulli,1,32,0.1,raw,32,0.6115865701119158,0.4319981263967786,12,2,30,2
2,bernoulli,1,32,0.1,raw,32,0.5598290598290598,0.41216004769715,28,2,30,2
10,bernoulli,1,32,0.1,raw,32,0.4904092071611253,0.4476562693064953,27,2,30,2
22,bernoulli,1,32,0.1,raw,32,0.653409090909091,0.4702258400903819,11,2,30,2
24,bernoulli,1,32,0.1,raw,32,0.4790494058786742,0.4582889076578996,2,2,30,2
36,bernoulli,1,32,0.1,raw,32,0.5268542199488491,0.4678364753058184,10,2,30,2
28,bernoulli,1,32,0.1,raw,32,0.5568253968253969,0.4418002707758152,22,2,30,2
1,bernoulli,1,32,0.1,raw,32,0.6496865203761756,0.3972278820852088,15,2,30,2
44,bernoulli,1,32,0.1,raw,32,0.6349104859335037,0.4882724150812036,9,2,30,2
48,bernoulli,1,32,0.1,raw,32,0.6146616541353384,0.4718595994874089,3,2,30,2
12,bernoulli,1,32,0.1,raw,32,0.5726984126984128,0.4701634554249035,7,2,30,2
8,bernoulli,1,32,0.1,raw,32,0.6900000000000001,0.4163315876054216,7,2,30,2
4,bernoulli,1,32,0.1,raw,32,0.5593750000000001,0.47701145349703,7,2,30,2
32,bernoulli,1,32,0.1,raw,32,0.5479365079365079,0.451378217799238,3,2,30,2
40,bernoulli,1,32,0.1,raw,32,0.5953721075672295,0.4495411918105619,5,2,30,2
20,bernoulli,1,32,0.1,raw,32,0.5312705727452272,0.4667188188101351,23,2,30,2
16,bernoulli,1,32,0.1,raw,32,0.5438596491228072,0.4826392792014808,3,2,30,2
21,bernoulli,1,32,0.1,raw,32,0.5590994371482176,0.4584013462177534,14,2,30,2
17,bernoulli,1,32,0.1,raw,32,0.5588235294117647,0.4599101692577556,15,2,30,2
49,bernoulli,1,32,0.1,raw,32,0.4793850454227812,0.4451872666259394,29,2,30,2
37,bernoulli,1,32,0.1,raw,32,0.570230607966457,0.4824372879840312,14,2,30,2
45,bernoulli,1,32,0.1,raw,32,0.5796703296703297,0.4421802419060062,26,2,30,2
41,bernoulli,1,32,0.1,raw,32,0.6378986866791745,0.4548107229315756,20,2,30,2
29,bernoulli,1,32,0.1,raw,32,0.6272378516624041,0.4468543648123626,25,2,30,2
9,bernoulli,1,32,0.1,raw,32,0.5272045028142589,0.4795827216860629,8,2,30,2
5,bernoulli,1,32,0.1,raw,32,0.4926666666666667,0.4704110279989846,20,2,30,2
33,bernoulli,1,32,0.1,raw,32,0.6205533596837944,0.4280104421228621,28,2,30,2
13,bernoulli,1,32,0.1,raw,32,0.5850383631713555,0.4655938227667721,8,2,30,2
25,bernoulli,1,32,0.1,raw,32,0.4066951566951567,0.4507792362055762,26,2,30,2
