seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5478745527354201,0.4541744542839521,24,2,30,2
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,10,0.503109375194823,0.4418887986290796,19,2,30,2
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4987654083204931,0.4459189919451689,25,2,30,2
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5063587957488588,0.4488233069683333,15,2,30,2
3,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5398133034074679,0.4522269327070413,22,2,30,2
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5164596273291926,0.4547927026857722,25,2,30,2
0,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5192584822997262,0.456431851659868,10,2,30,2
12,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.504147094667345,0.4513203760465431,9,2,30,2
19,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5050535241123476,0.446045656835225,5,2,30,2
14,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.499073719352014,0.4445125857492715,12,2,30,2
27,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5420232287877118,0.4587345823352916,6,2,30,2
31,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,5,0.5037338305197486,0.4513123528892743,22,2,30,2
18,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4974754442114557,0.460351183134108,12,2,30,2
46,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5249341430436405,0.4478574277457971,8,2,30,2
22,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.507413367338677,0.4568956288013183,22,2,30,2
23,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5182123624047417,0.4449817366013319,5,2,30,2
43,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5216680478906627,0.4566917136324093,20,2,30,2
38,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4944875459371172,0.4634161915063551,17,2,30,2
29,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5388550956701373,0.4593426381603819,15,2,30,2
35,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5227620539960491,0.4426818073030014,15,2,30,2
39,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5112253112510389,0.4382601163396148,3,2,30,2
42,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5250106871824834,0.4502378265762214,16,2,30,2
49,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5252133323220589,0.4492332787859425,22,2,30,2
11,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5288241801869846,0.4624476506273658,15,2,30,2
44,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.499481568778542,0.4511532635173441,11,2,30,2
4,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4912093661405257,0.4597665817523034,21,2,30,2
