seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
7,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4257263870950405,0.4807976628112636
3,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5122334276226786,0.4712339550039079
2,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4927464251741189,0.4658539637920337
6,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,10,0.5374318649235592,0.466318180325214
0,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4964946209323261,0.4743552763988736
1,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.4337046692007397,0.4786652778630356
5,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,10,0.4811151929236076,0.4721356669819991
15,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5158168764296029,0.4694253189503523
10,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.5528015817531418,0.467798093014598
8,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5318069115140245,0.468258982024882
4,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.508783877021582,0.473632246194088
30,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.538237912293853,0.4728736535087693
26,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4339586236017306,0.4714184308019335
11,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5763417633801762,0.4653245218797855
14,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5184612496949903,0.4628602834809228
35,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5064112166156828,0.4732166782483183
