seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,1,32,0.9,pca,32,0.6015749212539373,0.6646772120028861
1,bernoulli,1,32,0.9,pca,32,0.6085413419390721,0.5481028261125405
10,bernoulli,1,32,0.9,pca,32,0.5826422216609133,0.4778775846564592
11,bernoulli,1,32,0.9,pca,32,0.56647700125961,0.4937594907790071
12,bernoulli,1,32,0.9,pca,32,0.6231591375132046,0.460798549721881
13,bernoulli,1,32,0.9,pca,32,0.5874534161490683,0.4765686441244317
14,bernoulli,1,32,0.9,pca,32,0.636865471113967,0.4571838613171078
15,bernoulli,1,32,0.9,pca,32,0.5898924035022814,0.4672211510522129
16,bernoulli,1,32,0.9,pca,32,0.6051797518790184,0.6574655356276689
17,bernoulli,1,32,0.9,pca,32,0.5405140951197389,0.6744302464323916
18,bernoulli,1,32,0.9,pca,32,0.604368860438361,0.6146187745128712
19,bernoulli,1,32,0.9,pca,32,0.6232668144863266,0.608555168917102
2,bernoulli,1,32,0.9,pca,32,0.6308126934984521,0.480605501392038
20,bernoulli,1,32,0.9,pca,32,0.6152763188608777,0.5909309472780322
21,bernoulli,1,32,0.9,pca,32,0.6401130698005697,0.6473796902825655
22,bernoulli,1,32,0.9,pca,32,0.6010524472062932,0.4661913659502763
23,bernoulli,1,32,0.9,pca,32,0.6526047944288202,0.5683038428794701
24,bernoulli,1,32,0.9,pca,32,0.6205230724084807,0.6359180260003329
25,bernoulli,1,32,0.9,pca,32,0.6216555183946488,0.510806223718864
26,bernoulli,1,32,0.9,pca,32,0.5753570164050513,0.6063409982795877
27,bernoulli,1,32,0.9,pca,32,0.6124234346642469,0.4839134016484669
28,bernoulli,1,32,0.9,pca,32,0.6003529968861656,0.6601024357457638
29,bernoulli,1,32,0.9,pca,32,0.5458920031389272,0.5783485805066315
3,bernoulli,1,32,0.9,pca,32,0.5876477782307379,0.6575249820575644
30,bernoulli,1,32,0.9,pca,32,0.576269141327717,0.6601536090504566
31,bernoulli,1,32,0.9,pca,32,0.5715486867392697,0.670439850773997
32,bernoulli,1,32,0.9,pca,32,0.6240794273521924,0.5105105398100726
33,bernoulli,1,32,0.9,pca,32,0.6278978569460245,0.6755473663797683
34,bernoulli,1,32,0.9,pca,32,0.5998297213622291,0.4474615975370496
35,bernoulli,1,32,0.9,pca,32,0.6006507274987205,0.5633121032307132
36,bernoulli,1,32,0.9,pca,32,0.6494694132334582,0.5496383876232847
37,bernoulli,1,32,0.9,pca,32,0.6068559028795965,0.5791971471939513
38,bernoulli,1,32,0.9,pca,32,0.6136277427637722,0.5867274744677883
39,bernoulli,1,32,0.9,pca,32,0.6262113919406013,0.4632207441783073
4,bernoulli,1,32,0.9,pca,32,0.6063686096962837,0.6980526967118078
40,bernoulli,1,32,0.9,pca,32,0.6210709921277744,0.6488473355402228
41,bernoulli,1,32,0.9,pca,32,0.6214994757345458,0.6249533397423261
42,bernoulli,1,32,0.9,pca,32,0.588824750047161,0.6617486021476021
43,bernoulli,1,32,0.9,pca,32,0.6014787053879445,0.5157845857056483
44,bernoulli,1,32,0.9,pca,32,0.615923028740404,0.4633063851496783
45,bernoulli,1,32,0.9,pca,32,0.5886944248412138,0.646811987162055
46,bernoulli,1,32,0.9,pca,32,0.6482418166628693,0.6434480986942708
47,bernoulli,1,32,0.9,pca,32,0.6418004117588532,0.5485368546263848
48,bernoulli,1,32,0.9,pca,32,0.5833543966074086,0.6683294872599768
49,bernoulli,1,32,0.9,pca,32,0.6218415417558887,0.4966530838118193
5,bernoulli,1,32,0.9,pca,32,0.6037348272642391,0.7016404480313251
6,bernoulli,1,32,0.9,pca,32,0.6016593567251461,0.4625529574670282
7,bernoulli,1,32,0.9,pca,32,0.6010909493951485,0.4600460030523784
8,bernoulli,1,32,0.9,pca,32,0.5879625550660793,0.6406859624745794
9,bernoulli,1,32,0.9,pca,32,0.5864425718855953,0.6601975332138932
