seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5240212413733795,0.461641872608967
0,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4967618481088956,0.4768581411398916
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5651410206855276,0.4534322256179794
4,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5101452953796644,0.4775733077363091
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5150507666198502,0.4753145387393885
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5347398151318042,0.4779392741886101
6,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5334668174152514,0.4575011942800974
14,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4706894428633975,0.4679864386525482
19,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5108171701112878,0.4709624055176026
29,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5362450873803746,0.4831979046649849
22,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4526290887377541,0.4777580960264964
27,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5513627448278396,0.47670359164494
46,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5057989089891832,0.4617628854224929
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4645499486389317,0.4813545559345854
18,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4501266109946167,0.4784365997455481
23,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5458546994072819,0.4607203505492843
31,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5457783546342763,0.4646022714367212
43,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5168895144264603,0.4785892663459843
49,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5652651202152419,0.4617852319660729
44,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4794454769000646,0.4706111517359415
16,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5385002529937595,0.4801926633742681
32,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5191575745309807,0.4704465047846947
42,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5562983352116866,0.4637739067650394
38,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5164287359571149,0.4724282747405797
25,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5281386063050797,0.4673533295236611
48,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5109062565376128,0.4691934236645708
9,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5136539502164502,0.4626617509643075
20,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5212509349672984,0.4571643211762583
13,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5222404851029809,0.4721253305807211
35,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5066458551813282,0.4554532841826079
12,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4930881755544249,0.4785154692980454
11,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5024498767799129,0.4778198321711117
26,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5110531955376634,0.4622373034640399
41,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4752718215599287,0.4713553029954677
30,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4637822365973037,0.4777538230100265
37,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5245342123103537,0.4657502191617801
34,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5164027240490006,0.4653040586311764
28,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5381726442294738,0.4778236368152591
15,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5199080793420416,0.4465062220343878
39,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4902513601857131,0.460951239170983
45,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5571735413747769,0.4692864527274533
47,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5192304256839526,0.470845355313626
40,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4950787127333518,0.4796017989600933
21,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5033522093861863,0.4613290190788991
17,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4957728802859761,0.4672532823109543
3,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5113085687522028,0.4738266223905659
8,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4858358389364237,0.4579944567979999
33,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5066937605922754,0.472684134299232
24,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5816897393411371,0.4621620722153812
36,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5641449010366587,0.4722190284932663
