seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
2,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4410995329242327
3,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4494523974949349
0,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4641749114218047
1,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4565527277428724
7,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4361249910192251
4,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4651985096979747
6,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4583518031762609
12,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4361997594841894
9,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4483884186418398
10,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4547114225039289
35,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4440232738374764
13,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4703846087258704
34,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4570306794252665
27,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4772090122342752
19,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4393756882999938
47,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4320202017228537
23,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4397916888362433
18,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4451424458038102
39,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4342007040341844
26,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4607105989773358
46,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4519739823733823
14,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4475704969787191
31,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4385573009081134
15,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4584323729089904
11,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4665724402337782
38,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.440909806996589
22,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4550935308771143
24,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4428885055870799
42,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4560742915185587
43,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.455151040453027
8,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5,0.4472056019582706
32,bernoulli,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5,0.4639175708914518
