seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,rmse_naive,rmse_rasch,rmse_2pl,rmse_mirt,auc_naive,auc_rasch,auc_2pl,auc_mirt,rmse_knn,auc_knn,agent_batch_size,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,4,1.0,pca,0.4748253978259406,0.5421843866704111,0.5164431525591279,,0.5,0.6188323917137477,0.6154425612052731,,0.4489210884092923,0.7073446327683616,4,,,,
0,bernoulli,1,4,1.0,raw,0.4518735474316477,0.5440270244375781,0.4710889477587832,,0.5,0.6156299840510366,0.6072567783094098,,0.4580689737115187,0.55622009569378,4,,,,
0,bernoulli,1,8,1.0,pca,0.4744061635452472,0.5538503212394998,0.6543423309478391,,0.5,0.6178588125292193,0.5947171575502571,,0.4487347358774686,0.7056568489948574,8,,,,
0,bernoulli,1,8,1.0,raw,0.4290145633032913,0.447829395116567,0.5079057167767219,,0.5,0.664494034467521,0.6354396818382677,,0.4232841199831795,0.6437251436146708,8,,,,
0,bernoulli,1,16,1.0,pca,0.4593807862365028,0.5780123007960306,0.6535201515455977,,0.5,0.6536597247594691,0.6149068322981366,,0.4310877439461432,0.7196809158445987,16,,,,
0,bernoulli,1,16,1.0,raw,0.4550063440907629,0.548753129172473,0.636339460802359,,0.5,0.6668660287081339,0.5075757575757576,,0.4345684951572779,0.6829022129186603,16,,,,
0,bernoulli,1,32,0.1,pca,0.4599755481254147,0.4405798476331238,0.5552458035371878,,0.5,0.6247139588100687,0.5949656750572082,,0.4784789713620551,0.5385202135774219,32,,,,
0,bernoulli,1,32,0.1,raw,0.4449146065859279,0.4736174905402643,0.5235170332424736,,0.5,0.46875,0.5223214285714286,,0.513329772745929,0.3597470238095238,32,,,,
0,bernoulli,1,32,0.3,pca,0.4403845685698395,0.4913726146206323,0.6171788082235086,,0.5,0.6026525198938991,0.5970159151193635,,0.4504437206035145,0.5797745358090185,32,,,,
0,bernoulli,1,32,0.3,raw,0.4511042127198597,0.5445267807108023,0.6601764969288473,,0.5,0.5888413165640888,0.5248862724110249,,0.462027376563123,0.5692734814021942,32,,,,
0,bernoulli,1,32,0.5,pca,0.452684155131729,0.5009477395137368,0.5505437677154179,,0.5,0.6123780837636259,0.6040112832281507,,0.4391301642574925,0.656997035762096,32,,,,
0,bernoulli,1,32,0.5,raw,0.4533885814009252,0.5256738856349473,0.5294760087713521,,0.5,0.6352457032195594,0.5916000968288551,,0.4525085070110715,0.6102880658436214,32,,,,
0,bernoulli,1,32,0.7,pca,0.4554208111930696,0.5857628116875391,0.6295155482110455,,0.5,0.6033060739498148,0.5743109433610587,,0.4541895463266674,0.6366405722140677,32,,,,
