seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,max,1.0,raw,max,0.6403010771826898,0.4401882550266804,4,2,30,2
3,bernoulli,1,max,1.0,raw,max,0.6844748493420244,0.4268905642675466,2,2,30,2
42,bernoulli,1,max,1.0,raw,max,0.6605363952135475,0.4383878384481295,15,2,30,2
31,bernoulli,1,max,1.0,raw,max,0.699716040291417,0.4181602609703026,11,2,30,2
22,bernoulli,1,max,1.0,raw,max,0.6251956821297546,0.4383403337062271,7,2,30,2
38,bernoulli,1,max,1.0,raw,max,0.6533191764318327,0.4288412430491283,16,2,30,2
47,bernoulli,1,max,1.0,raw,max,0.6596350074012316,0.4260711907631758,19,2,30,2
46,bernoulli,1,max,1.0,raw,max,0.6888720942478553,0.4268142872330391,4,2,30,2
15,bernoulli,1,max,1.0,raw,max,0.628189595652953,0.4396462079893613,20,2,30,2
23,bernoulli,1,max,1.0,raw,max,0.6743598987851136,0.421827931780742,3,2,30,2
2,bernoulli,1,max,1.0,raw,max,0.6429528686590992,0.42529172492037,7,2,30,2
27,bernoulli,1,max,1.0,raw,max,0.60966914790725,0.4498500368792638,3,2,30,2
11,bernoulli,1,max,1.0,raw,max,0.6206371403460946,0.4428624632813542,9,2,30,2
19,bernoulli,1,max,1.0,raw,max,0.65077220875124,0.4304261880592691,17,2,30,2
35,bernoulli,1,max,1.0,raw,max,0.6950119833637207,0.4254672091004721,7,2,30,2
39,bernoulli,1,max,1.0,raw,max,0.6898786946253489,0.4173552922202703,4,2,30,2
7,bernoulli,1,max,1.0,raw,max,0.7001285853382984,0.4204814110603581,4,2,30,2
30,bernoulli,1,max,1.0,raw,max,0.6165893615692155,0.4532665327615947,29,2,30,2
6,bernoulli,1,max,1.0,raw,max,0.6108304209633113,0.4406694829414844,6,2,30,2
26,bernoulli,1,max,1.0,raw,max,0.6370515418800933,0.4364083498949664,3,2,30,2
43,bernoulli,1,max,1.0,raw,max,0.6464091669105748,0.43485545543908,2,2,30,2
10,bernoulli,1,max,1.0,raw,max,0.6515386297078417,0.427954264517875,7,2,30,2
34,bernoulli,1,max,1.0,raw,max,0.6671360847741216,0.4311866444198938,6,2,30,2
14,bernoulli,1,max,1.0,raw,max,0.600367888582315,0.4402638226656425,3,2,30,2
18,bernoulli,1,max,1.0,raw,max,0.6506833652991098,0.4398753024450088,18,2,30,2
28,bernoulli,1,max,1.0,raw,max,0.6384826654933112,0.4435431313867544,19,2,30,2
12,bernoulli,1,max,1.0,raw,max,0.6508813052419783,0.4268507343449464,6,2,30,2
32,bernoulli,1,max,1.0,raw,max,0.6293410960814392,0.4405830945047436,8,2,30,2
4,bernoulli,1,max,1.0,raw,max,0.6515461997019375,0.4381480866361354,7,2,30,2
40,bernoulli,1,max,1.0,raw,max,0.678611578464362,0.4207505145429614,5,2,30,2
36,bernoulli,1,max,1.0,raw,max,0.6065091561938958,0.4510056160431246,18,2,30,2
24,bernoulli,1,max,1.0,raw,max,0.6488575925322914,0.4314384504802633,8,2,30,2
48,bernoulli,1,max,1.0,raw,max,0.604949659416826,0.446073467508386,2,2,30,2
20,bernoulli,1,max,1.0,raw,max,0.6848998142094496,0.4182964537646459,8,2,30,2
1,bernoulli,1,max,1.0,raw,max,0.6346080747893981,0.4388158458358853,13,2,30,2
44,bernoulli,1,max,1.0,raw,max,0.6257312414541661,0.4350448931625016,24,2,30,2
25,bernoulli,1,max,1.0,raw,max,0.6247829236251079,0.4348572030489681,6,2,30,2
16,bernoulli,1,max,1.0,raw,max,0.6510341392072396,0.4328042997003423,19,2,30,2
8,bernoulli,1,max,1.0,raw,max,0.6596568456531845,0.429642796358431,3,2,30,2
41,bernoulli,1,max,1.0,raw,max,0.647621355918016,0.436423629513018,11,2,30,2
29,bernoulli,1,max,1.0,raw,max,0.6711650799701114,0.4278070222658578,5,2,30,2
37,bernoulli,1,max,1.0,raw,max,0.6637216269779829,0.4316618210779552,4,2,30,2
33,bernoulli,1,max,1.0,raw,max,0.6165714776175242,0.436522788915643,29,2,30,2
17,bernoulli,1,max,1.0,raw,max,0.6428168724279836,0.442565055176085,3,2,30,2
21,bernoulli,1,max,1.0,raw,max,0.6695610338530693,0.4268133096814348,3,2,30,2
13,bernoulli,1,max,1.0,raw,max,0.6727556974271813,0.4348652385373788,4,2,30,2
45,bernoulli,1,max,1.0,raw,max,0.6777352532411202,0.4215613364733113,7,2,30,2
9,bernoulli,1,max,1.0,raw,max,0.659451561054016,0.4319631139959796,28,2,30,2
49,bernoulli,1,max,1.0,raw,max,0.6381690238377096,0.4459246059229707,16,2,30,2
5,bernoulli,1,max,1.0,raw,max,0.6852288394618984,0.4160297194408113,12,2,30,2
