seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,bernoulli,1,32,0.5,raw,2,0.4436538491379936,0.6254175744371824,0.4067167571785078,0.8218926707264028
0,bernoulli,1,32,0.5,raw,3,0.4418522092669229,0.6429193899782135,0.4235904748073081,0.7822966507177034
1,bernoulli,1,32,0.5,raw,2,0.44337656601166,0.5650188323917138,0.4392244040479128,0.7732140800737015
8,bernoulli,1,32,0.5,raw,2,0.4330800424227751,0.6796218487394958,0.3516908305444151,0.9061621002187727
20,bernoulli,1,32,0.5,raw,2,0.4462304775925774,0.5782051282051283,0.4110099445785066,0.8532054670391904
12,bernoulli,1,32,0.5,raw,2,0.4645700530504763,0.5904394576905097,0.3951235941783752,0.8542382001742428
32,bernoulli,1,32,0.5,raw,2,0.4564663909498069,0.5880744790897,0.3938443086095485,0.855818510702442
36,bernoulli,1,32,0.5,raw,2,0.4426899363865281,0.6204566854990583,0.4219926387519969,0.7940167583136947
24,bernoulli,1,32,0.5,raw,2,0.4483568132230613,0.6005202913631634,0.419179784077843,0.8205021026498455
40,bernoulli,1,32,0.5,raw,2,0.4325625899675394,0.6390243902439025,0.4182776797872201,0.8175436328377504
48,bernoulli,1,32,0.5,raw,2,0.4514036367729605,0.5779083047805516,0.3753907035962517,0.8764851808330069
28,bernoulli,1,32,0.5,raw,2,0.4492421019745627,0.5773958333333333,0.394823060846624,0.853782556871497
16,bernoulli,1,32,0.5,raw,2,0.4250040923650843,0.6353123748498197,0.3772129290146396,0.8681723509502735
44,bernoulli,1,32,0.5,raw,2,0.4492084004412401,0.6295368049754014,0.3893032026456063,0.8572511434297754
4,bernoulli,1,32,0.5,raw,2,0.4464364841304897,0.5573001217532467,0.3998147311903473,0.82997311827957
0,bernoulli,1,32,0.5,raw,4,0.4420660876680398,0.629847494553377,0.4101112522691682,0.8092241191822531
27,bernoulli,1,32,0.5,raw,2,0.437915128214584,0.627032227032227,0.4009150908073188,0.8282163742690059
35,bernoulli,1,32,0.5,raw,2,0.4469902323491979,0.6166604869608207,0.3967124207973236,0.847258785942492
34,bernoulli,1,32,0.5,raw,2,0.4471514860215737,0.5868841926527615,0.3834373668120137,0.8826245813457829
43,bernoulli,1,32,0.5,raw,2,0.4316521552431634,0.6318512195752826,0.3375468296657907,0.9169473821647736
42,bernoulli,1,32,0.5,raw,2,0.4321062157487325,0.5845228548516439,0.3730953045311087,0.8729490458390714
