seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,beta,1,max,1.0,1.0,raw,none,,2,0.4282893234432776,0.6597927684171688,0.345955287972245,0.8737344174496757
2,beta,1,max,1.0,1.0,raw,none,,2,0.4216416384628412,0.655070744191147,0.3511733020078798,0.8731117751580457
3,beta,1,max,1.0,1.0,raw,none,,3,0.4295772064146992,0.6551279055466732,0.3570900090319497,0.8711608461224024
2,beta,1,max,1.0,1.0,raw,none,,3,0.4233019854767356,0.6430969583058117,0.3543800407804677,0.8714113950730855
1,beta,1,max,1.0,1.0,raw,none,,2,0.4352007118946802,0.6532646522498459,0.3468662888060271,0.8719795050441886
0,beta,1,max,1.0,1.0,raw,none,,2,0.4402633149756275,0.6493303120646515,0.3473998528018753,0.8740383426097711
5,beta,1,max,1.0,1.0,raw,none,,2,0.4031847340292749,0.6755171116066889,0.3555708937556915,0.870354297889079
3,beta,1,max,1.0,1.0,raw,none,,4,0.4305955482011818,0.6459414586151765,0.3543768661019307,0.8766646181910199
2,beta,1,max,1.0,1.0,raw,none,,4,0.4227505358382968,0.6351624642644924,0.3520871486212568,0.8740604301169053
1,beta,1,max,1.0,1.0,raw,none,,3,0.4358416530563883,0.6500269673310047,0.3517375510235345,0.8698143500661306
5,beta,1,max,1.0,1.0,raw,none,,3,0.4051137954471329,0.681167868717178,0.3557252273043569,0.8683577457473964
3,beta,1,max,1.0,1.0,raw,none,,5,0.4312077764213303,0.641496740868282,0.3558172048126675,0.8755557996423973
0,beta,1,max,1.0,1.0,raw,none,,3,0.4402904078814344,0.647728743013031,0.3481940171435216,0.8748570741427883
2,beta,1,max,1.0,1.0,raw,none,,5,0.4247409816635505,0.6258399916351497,0.3538950785711587,0.872664616381378
1,beta,1,max,1.0,1.0,raw,none,,4,0.4375826042394182,0.6355448685021573,0.3501323751900571,0.8725434483655501
3,beta,1,max,1.0,1.0,raw,none,,6,0.4315030495799964,0.6428133070962981,0.3558008089247198,0.8759317204136623
5,beta,1,max,1.0,1.0,raw,none,,4,0.4067619472547383,0.6684906007002432,0.3578364360082858,0.870360597264811
0,beta,1,max,1.0,1.0,raw,none,,4,0.4410153742908613,0.6315463578765775,0.3464409019266022,0.8749153095581667
2,beta,1,max,1.0,1.0,raw,none,,6,0.4239945853884015,0.6336001117013544,0.349377347361641,0.8743366164201409
1,beta,1,max,1.0,1.0,raw,none,,5,0.4380527818831609,0.6269496738237108,0.3516401734907518,0.8693626420147977
3,beta,1,max,1.0,1.0,raw,none,,7,0.4313727190415579,0.6608615176485058,0.3510979656311024,0.8772690807164288
4,beta,1,max,1.0,1.0,raw,none,,2,0.4377258262909274,0.6619556217916874,0.3500836847089841,0.8707600472326343
5,beta,1,max,1.0,1.0,raw,none,,5,0.4082148974605601,0.6671763812681072,0.3588779162929859,0.8706080227449461
0,beta,1,max,1.0,1.0,raw,none,,5,0.4414918867102317,0.6404455230343213,0.3463391310313186,0.8762107469250328
2,beta,1,max,1.0,1.0,raw,none,,7,0.4248906892560335,0.6250245462451258,0.3502506150737864,0.8761917023666882
8,beta,1,max,1.0,1.0,raw,none,,2,0.4307242111449911,0.6403229360375019,0.3567931685684302,0.8709606280025064
1,beta,1,max,1.0,1.0,raw,none,,6,0.4367989304422027,0.6373542479967125,0.3523616820041608,0.8707290069893692
3,beta,1,max,1.0,1.0,raw,none,,8,0.4322849142933692,0.6431595129750338,0.3568667285247899,0.8735255146447471
4,beta,1,max,1.0,1.0,raw,none,,3,0.438163016516039,0.6507375669260915,0.35409731980742,0.8649991075228954
5,beta,1,max,1.0,1.0,raw,none,,6,0.4097014130500241,0.6678907149698542,0.3590383404006634,0.871473836942759
0,beta,1,max,1.0,1.0,raw,none,,6,0.4422951921001174,0.6231667870382098,0.3516885319612099,0.8721030028172885
2,beta,1,max,1.0,1.0,raw,none,,8,0.4261253261581699,0.6142245171721705,0.3572938199807869,0.8730968929386986
8,beta,1,max,1.0,1.0,raw,none,,3,0.4349671341549294,0.6370341314117465,0.3567747292224689,0.8715303209635871
3,beta,1,max,1.0,1.0,raw,none,,9,0.4328757690843651,0.6551189890542369,0.3508562942298276,0.8712682520570495
1,beta,1,max,1.0,1.0,raw,none,,7,0.4369471667473645,0.6353397241627285,0.3497049105232914,0.8713600493627665
4,beta,1,max,1.0,1.0,raw,none,,4,0.4381211503495071,0.6503987967102721,0.3485136496294004,0.8708053576087107
5,beta,1,max,1.0,1.0,raw,none,,7,0.4107973265812084,0.663615711655322,0.3589903805036336,0.871911293590805
0,beta,1,max,1.0,1.0,raw,none,,7,0.4416227400576406,0.6342963056775435,0.3501619947575875,0.8743554593554592
2,beta,1,max,1.0,1.0,raw,none,,9,0.4247433146724682,0.6338866970827586,0.3553933283681434,0.8743559979151048
3,beta,1,max,1.0,1.0,raw,none,,10,0.4329024293753383,0.6389546181281515,0.3567415861221557,0.8756597296568294
8,beta,1,max,1.0,1.0,raw,none,,4,0.4310686628585028,0.6329656506663568,0.3587444828021244,0.8687276335027501
1,beta,1,max,1.0,1.0,raw,none,,8,0.4380913212411784,0.6298335730429423,0.350539722424917,0.8737434491956414
4,beta,1,max,1.0,1.0,raw,none,,5,0.4392432495796954,0.6446707512281283,0.3489759450235476,0.8718711812277739
5,beta,1,max,1.0,1.0,raw,none,,8,0.411131960761486,0.653346607316228,0.3599146026081967,0.8712215119481659
0,beta,1,max,1.0,1.0,raw,none,,8,0.4422019605664735,0.6494942683749158,0.3469760541376421,0.8734992784992784
2,beta,1,max,1.0,1.0,raw,none,,10,0.4266992000597814,0.6196122585860854,0.3518722335374671,0.8758222426189384
6,beta,1,max,1.0,1.0,raw,none,,2,0.4412958293975749,0.6143468381009909,0.3470483780489536,0.8794812337817215
3,beta,1,max,1.0,1.0,raw,none,,11,0.4338304715442585,0.6264973557987947,0.3557609782183739,0.8756659863132166
8,beta,1,max,1.0,1.0,raw,none,,5,0.4304141749075705,0.6488061512087401,0.3557885167481719,0.8692699993037666
1,beta,1,max,1.0,1.0,raw,none,,9,0.4393188440947776,0.6310092202588863,0.3520579026516477,0.8716962363657493
5,beta,1,max,1.0,1.0,raw,none,,9,0.4112104039131211,0.6620381132553343,0.3607271919376358,0.8711483691966126
