seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
16,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.502950258494886,0.4632739318990146
8,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.53196248353479,0.4650601916938363
45,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5282847202836036,0.4658448314811573
32,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.487151373588063,0.4649927076926683
29,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4766872075048176,0.4703951576063951
48,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4698359823135755,0.4603625931063629
13,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5144696223798619,0.4657964320429422
40,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4908623942082186,0.463073533373502
17,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.5116165980795611,0.4661479893071559
28,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5188253463633282,0.4681557862684564
20,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4508059253074951,0.4618589114276482
36,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.472832315978456,0.46577218244928
44,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5501634154740257,0.4566408919308342
9,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5271601480687741,0.4588509548333201
24,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4600232009117552,0.4672655920638733
49,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5491886473278617,0.4691538342753102
37,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5879237889532303,0.458918108113144
21,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.5203989324343307,0.4555496425345061
33,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4981756069243727,0.459115143673
41,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5111244096101506,0.4664325010238052
25,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.562836674584893,0.4527662600067759
