seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
3,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4968183495265035,0.4674174919605138
2,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4909159766090223,0.4588630353551894
1,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.544984076433121,0.4668868070026106
6,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4744257956882541,0.4661391504614949
0,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.5407179848776831,0.469252206077735
5,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4862050063407149,0.4605938066508002
12,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4911824991359753,0.4637250662473166
4,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4891890213611525,0.4685499241130825
11,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4951540930433558,0.4626156275783382
10,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.4603030171989227,0.4679492946395261
14,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4788685549111248,0.4631633679330937
27,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5096430976524287,0.4638089755826138
38,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5033737348494314,0.4623401442912835
7,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5413814376286783,0.4679832226994191
46,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4884149887982536,0.4654988073073533
18,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4848773474705724,0.4769468477353126
34,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4591763864303207,0.4706239435860377
31,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5037110804691622,0.4647970576837861
22,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5382416273422825,0.4589789369950877
35,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5428463765537999,0.467637522150715
43,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4777565829977493,0.4652187213458238
42,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4760046957772628,0.4687729670938002
23,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4706993873730216,0.4663749288141242
30,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5080834582708645,0.4715130118559853
19,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5052304915683897,0.4617026653812288
26,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,20,2,0.4861468132986677,0.4639622801635806
15,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.4639789472852038,0.4664367978876486
47,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5700478128039674,0.4604979213228642
39,bernoulli,1,4,1.0,1.0,raw,transport_binary_strength,1,4,4.0,50,2,0.5313115770891481,0.4611771655534519
