seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
1,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4522154327918338
2,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4387192765914829
4,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4589562752421128
3,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4482061832902791
0,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4579540782388687
22,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4500725634667804
46,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.448801078678686
6,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4523273385979399
43,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4503381630747711
30,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4641106538802802
39,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4368857260712093
11,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4593174476642549
14,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4441779390226361
34,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4522240165671076
18,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4470570506890771
42,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.452832999361051
35,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4453538072400836
26,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4535398885855328
12,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4372626239672946
15,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4521038948018303
10,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4482077292368241
23,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.439633311312685
27,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4673669916799804
31,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4394240645230747
7,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4405665555029436
47,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4351333399825146
19,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4396662047162978
5,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4324780276951941
38,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.439786860579639
8,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4459483308820115
24,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4423689345315587
28,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4578264605375802
29,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4470058336335974
40,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4404863883523183
20,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4311269404875589
36,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4741918194836661
44,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4464017028897459
32,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4563184216549677
49,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4634049210315509
16,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4423210825177053
48,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4603292525351342
9,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4452803416101315
45,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4368235092216679
17,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.466452483500705
25,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4441974130525106
33,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4463004814039365
37,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4545846318029127
21,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,20,2,0.5,0.4447029526331769
13,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.4616671944895227
41,bernoulli,1,max,1.0,1.0,raw,none,,max,286.0,50,2,0.5,0.45255240073734193
