seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
2,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4340672699657269
1,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4829713109620196
0,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4826039576830193
8,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4556817729466065
6,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4550293171785712
18,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4878761594779574
22,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4335894369649736
34,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4660136143656201
14,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4949951021356733
42,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.486807376391382
46,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4883824815716506
10,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4350089441947448
15,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.441267160427769
20,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.507954005552792
3,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4587799103832103
7,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4303534981749077
30,bernoulli,1,32,0.3,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4849430107032696
