seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
2,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6078215755935262,0.3247295629958578
3,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5093060372005045,0.3573421326781228
6,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5595330404066512,0.3754554803656829
7,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5398278167836843,0.3544148762787253
1,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5436507936507937,0.3880878066395641
5,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5742533381564254,0.3642696961619766
0,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5492979681809469,0.3862375097199655
23,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6068187600712408,0.3525184773276091
10,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5792784637016777,0.3721564085663193
4,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6288900341271999,0.3671688521499514
9,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5873620006369201,0.3602464517435849
28,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5672291992329423,0.3619892155558314
11,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5660217672694408,0.3684802127181357
12,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.590394873019664,0.3573306858491917
43,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5428559142559206,0.3829856986782097
16,beta,54,none,1.0,1.0,raw,none,,54,32.0,5,0.552213709857022,0.3374090125036285
15,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5662883850534212,0.3601801808447794
8,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.550286799472909,0.3765487280578871
27,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.559731097227831,0.3524028377511525
39,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5548587513217956,0.387393613024089
19,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6240993364281036,0.3553672058614012
40,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5416096413717961,0.3480962583398584
31,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5816996976822304,0.3403248834064609
35,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5592780434037863,0.3763593632310878
30,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5745195578231292,0.3693614884308033
47,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.56782042554677,0.3437329743243761
26,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5195307930363391,0.3747491792462442
46,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5912909660872043,0.3538229854898617
42,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.561732570239334,0.3663310756715021
22,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5435072837912595,0.3812312731286582
38,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5458114059299058,0.3713073517269587
18,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.6026161556102946,0.3509676457176195
14,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5642065306474572,0.3596625421649642
34,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6254222512803749,0.3484309918604099
33,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5284375536447198,0.3829717110403039
24,beta,54,none,1.0,1.0,raw,none,,54,32.0,10,0.5339969148115642,0.3926183765329989
32,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5991152926687916,0.3465166380095512
48,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5821155853430753,0.3519160717968102
36,beta,54,none,1.0,1.0,raw,none,,54,32.0,5,0.5784684807565528,0.368248320229319
20,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5567293788890513,0.3636406996790879
44,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5992989050217967,0.3423591239990606
45,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5799781301257518,0.3817298722335145
21,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5998017912200851,0.3467424255340022
37,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6061694961028049,0.3800576403469801
25,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5834778004250597,0.3824547049250578
13,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5896844058071057,0.3581319748696905
41,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6009638364237531,0.3407051416489177
29,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.5277914330231047,0.3811219508461044
17,beta,54,none,1.0,1.0,raw,none,,54,32.0,20,0.5782070800013384,0.3587850828993559
49,beta,54,none,1.0,1.0,raw,none,,54,32.0,50,0.6001554963428166,0.36279192137534927
