seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
45,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5654053315349628,0.4765649701664177
33,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5196222960928844,0.4551578173625136
17,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5054092432167374,0.4752877179669542
40,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5344730626476212,0.4774065672502651
16,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.4991538691778141,0.4644365691112911
20,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5351909874914492,0.4688792845139481
32,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5221149686558492,0.4791923253473322
49,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4731714881858681,0.4789654077580175
41,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.545282208588957,0.4600721415154756
44,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5436839912626388,0.4635286722254926
29,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4448850637324327,0.4655015442542942
48,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4827418266122486,0.479108326580758
36,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5122270799690154,0.4813117563578526
37,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5501868626868627,0.4784834247576312
28,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.46424222450621144,0.47414915903393573
