seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
3,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5091905524031233,0.4617208839018642
2,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5216225318381958,0.4644038418865973
1,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5520551415613144,0.4588234314888746
0,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5189519296317177,0.4742627388978169
4,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5187526874420079,0.4749950051045057
5,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5045534430420195,0.4758001702716838
7,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5817393422431384,0.4770062053864584
6,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4856536017705433,0.4671245845163002
10,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.544425824961122,0.472831236549361
39,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4586935064935065,0.4850648919916421
15,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4949958471760797,0.4824217051146667
43,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4646727942690106,0.4690189702512343
18,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4864384651633486,0.4715147500102556
11,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.3875675077467906,0.4845989693928653
14,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.491211897203983,0.4736156657153127
35,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4717259281026545,0.4806632291871078
34,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5437311244364686,0.4730212481083242
27,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4181689347813639,0.4826255553696091
22,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4681537633546703,0.4814101355277317
23,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4786267605633802,0.4721728761530381
8,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4701533243414789,0.4786411354351874
47,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.504145728643216,0.4722523342688784
42,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4723046141671742,0.4631678238141948
38,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5032808219801421,0.4722915535017881
19,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.546337376758613,0.4623849416356503
31,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5238763417775869,0.4627239715988485
46,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5019087508044021,0.4935676962463133
26,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5360821680695086,0.4708464946285792
30,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.469476912652348,0.4635804745862965
9,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.505031034952571,0.4786945086507878
21,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4892632563405239,0.4703159401853342
12,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4719643822066729,0.4792152894961374
25,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.548861852433281,0.4577237938359308
24,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.50402194766569,0.4685777506652067
13,beta,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5079501645035626,0.4733858074005167
