seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
3,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.451227225999648
2,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4433780447772273
1,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4597539091602636
6,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4618028341498375
5,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4279277834551754
0,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.46847217591795
4,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.469207048120961
10,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4589960462019678
27,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4827563250061649
7,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4359470462095671
12,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4372347640801355
46,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4543184644271105
47,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4324500490846847
11,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.470723401024694
18,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.446153766316026
22,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4583200720111213
8,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4492230788312574
26,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4654838898633719
30,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4742113650153852
9,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4508392461957782
31,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4398186752733641
34,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.460177247194975
14,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4506971826292199
29,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4498906956484051
39,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4347695911702972
19,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4407502422494379
15,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4623780289473664
43,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4587650830338513
23,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4410623375318135
42,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4589908842883259
38,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.442760567295055
35,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4448754190066219
45,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.432523885271349
28,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4668167780379946
17,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4843565722005739
32,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4682196477899102
37,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.465757529708229
40,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4437449622875682
49,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4771811737560525
48,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4740764152933809
41,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4617103788904702
13,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4753632856546144
25,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.450667408893306
33,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.454567258214364
16,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4438907782796632
20,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4295775359502866
36,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4952027136013452
24,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.4447246988732413
21,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5,0.4488768561910962
44,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5,0.45522523720589647
