seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
3,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5113074094340673,0.4744352484378146
6,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5361007067918975,0.4570822891036804
2,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5651753095347939,0.4526784933127225
1,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5240212413733795,0.4588697899169593
7,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5148783398542001,0.4740980557188419
0,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4967618481088956,0.4731327681363556
5,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5371020198562136,0.474917449177525
8,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4859049921410264,0.4590432636549107
4,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5099681058922688,0.473090106680214
15,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5198700670398784,0.4482892911342055
30,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4639345106906718,0.478402992538953
11,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.502506766211067,0.4757366529086876
42,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5584558729920492,0.4620263283821867
38,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5165255834406508,0.4751388202645381
27,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5544093126446918,0.473027438229862
34,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5164027240490006,0.4660497935863619
46,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5059294572920553,0.4644133394363887
10,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4666685927067283,0.4788069791725754
14,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4707660628283713,0.4659491306902655
26,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5111633519597829,0.4619856732529209
19,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5125850556438791,0.4674609580031605
18,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4501266109946167,0.4767303640175552
22,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4521445631932637,0.4775275012530003
31,beta,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,5,0.5457783546342763,0.464294204922476
