seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,64,1.0,pca,64,0.5,0.4600628296558519
1,beta,1,64,1.0,pca,64,0.5,0.4560357198099471
10,beta,1,64,1.0,pca,64,0.5,0.4493907433353129
11,beta,1,64,1.0,pca,64,0.5,0.4566976193509867
12,beta,1,64,1.0,pca,64,0.5,0.4455148672091349
13,beta,1,64,1.0,pca,64,0.5,0.4619123366083722
14,beta,1,64,1.0,pca,64,0.5,0.4467366851483266
15,beta,1,64,1.0,pca,64,0.5,0.4529015220185267
16,beta,1,64,1.0,pca,64,0.5,0.4519396108125126
17,beta,1,64,1.0,pca,64,0.5,0.4599327030141671
18,beta,1,64,1.0,pca,64,0.5,0.4575117633693479
19,beta,1,64,1.0,pca,64,0.5,0.4469965829377276
2,beta,1,64,1.0,pca,64,0.5,0.4419681213812466
20,beta,1,64,1.0,pca,64,0.5,0.4408022875601419
21,beta,1,64,1.0,pca,64,0.5,0.4504746503440228
22,beta,1,64,1.0,pca,64,0.5,0.4519005213187685
23,beta,1,64,1.0,pca,64,0.5,0.4478205607315014
24,beta,1,64,1.0,pca,64,0.5,0.4501416387440968
25,beta,1,64,1.0,pca,64,0.5,0.4465066892532915
26,beta,1,64,1.0,pca,64,0.5,0.4502231978181314
27,beta,1,64,1.0,pca,64,0.5,0.4609757262074365
28,beta,1,64,1.0,pca,64,0.5,0.4589844236982603
29,beta,1,64,1.0,pca,64,0.5,0.4558655961502112
3,beta,1,64,1.0,pca,64,0.5,0.4557259332451328
30,beta,1,64,1.0,pca,64,0.5,0.4638407167611665
31,beta,1,64,1.0,pca,64,0.5,0.4497611378811508
32,beta,1,64,1.0,pca,64,0.5,0.4555596844830426
33,beta,1,64,1.0,pca,64,0.5,0.4492211383258522
34,beta,1,64,1.0,pca,64,0.5,0.4568527557813058
35,beta,1,64,1.0,pca,64,0.5,0.4566193215888805
36,beta,1,64,1.0,pca,64,0.5,0.4642138821845151
37,beta,1,64,1.0,pca,64,0.5,0.4546908257221888
38,beta,1,64,1.0,pca,64,0.5,0.4455661720406026
39,beta,1,64,1.0,pca,64,0.5,0.4461088087810431
4,beta,1,64,1.0,pca,64,0.5,0.4589558369307028
40,beta,1,64,1.0,pca,64,0.5,0.44666181227492
41,beta,1,64,1.0,pca,64,0.5,0.4543678569363413
42,beta,1,64,1.0,pca,64,0.5,0.4546678683050885
43,beta,1,64,1.0,pca,64,0.5,0.4515364523902173
44,beta,1,64,1.0,pca,64,0.5,0.4469012312759677
45,beta,1,64,1.0,pca,64,0.5,0.4515599815008028
46,beta,1,64,1.0,pca,64,0.5,0.4545712902572906
47,beta,1,64,1.0,pca,64,0.5,0.4460371044958436
48,beta,1,64,1.0,pca,64,0.5,0.4556814132376
49,beta,1,64,1.0,pca,64,0.5,0.462130925118617
5,beta,1,64,1.0,pca,64,0.5,0.4445517550333296
6,beta,1,64,1.0,pca,64,0.5,0.4540822999211705
7,beta,1,64,1.0,pca,64,0.5,0.4564836922581216
8,beta,1,64,1.0,pca,64,0.5,0.4517491928182039
9,beta,1,64,1.0,pca,64,0.5,0.448644851968101
