seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
2,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5219904953162615,0.4413379346257366,13,2,30,2
3,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4985849715995812,0.4434966156410012,24,2,30,2
7,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5034468812618342,0.4598884768417869,21,2,30,2
1,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5323394382036357,0.445886760329854,14,2,30,2
5,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5304768680270222,0.4634731345646729,9,2,30,2
0,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5177736996421671,0.4535025470697864,16,2,30,2
16,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5145612207307808,0.4404114848433259,18,2,30,2
12,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5139657193621952,0.4496270853195214,14,2,30,2
4,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5529044175888836,0.4463354875386999,22,2,30,2
15,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5165563318350597,0.4550176097270776,29,2,30,2
34,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5100478180942793,0.4547200410871886,22,2,30,2
47,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5709430303692375,0.4535983671399486,26,2,30,2
19,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5160989254458845,0.4494455842887928,15,2,30,2
13,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,0.523769755565872,0.4455129607228021,30,2,30,2
26,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.550075233052765,0.4569261218065614,5,2,30,2
14,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5407603890362511,0.4433071424998701,23,2,30,2
31,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5407745813653929,0.4439054982314278,9,2,30,2
6,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.510703576783037,0.451264788815894,28,2,30,2
39,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5175090909090909,0.4629157337187331,26,2,30,2
10,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5297649486915224,0.4508010033522274,17,2,30,2
43,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.4889983634567088,0.441611537626663,10,2,30,2
38,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,20,0.5179967419299061,0.4450309097345526,2,2,30,2
23,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5090669014084508,0.4417305489291048,21,2,30,2
46,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.488347894375184,0.4658446875378714,23,2,30,2
11,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5048262505533422,0.450644527573024,23,2,30,2
27,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5069975950985819,0.4524383604102365,15,2,30,2
20,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.4943641283103683,0.4469543273248155,15,2,30,2
21,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,5,0.5429162103294243,0.4559355586313249,21,2,30,2
35,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5291385052404741,0.4521152162808995,17,2,30,2
42,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,10,0.5307975945605414,0.436532500512173,12,2,30,2
22,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5210537164057758,0.4503695301895796,15,2,30,2
44,bernoulli,1,32,0.5,1.0,raw,transport_binary_strength,1,32,32.0,50,0.5017522575269665,0.4511325868617068,11,2,30,2
