seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,beta,1,16,1.0,raw,16,0.5,0.4551853495657953
35,beta,1,16,1.0,raw,16,0.5,0.4442018579095084
19,beta,1,16,1.0,raw,16,0.5,0.4378697842105732
3,beta,1,16,1.0,raw,16,0.5,0.4456695497188219
27,beta,1,16,1.0,raw,16,0.5,0.4548198146936928
7,beta,1,16,1.0,raw,16,0.5,0.448169128846843
38,beta,1,16,1.0,raw,16,0.5,0.443318957532519
43,beta,1,16,1.0,raw,16,0.5,0.4582182313424043
46,beta,1,16,1.0,raw,16,0.5,0.4483888838995044
39,beta,1,16,1.0,raw,16,0.5,0.4556656184621603
31,beta,1,16,1.0,raw,16,0.5,0.4586604659569069
23,beta,1,16,1.0,raw,16,0.5,0.4559326988945291
47,beta,1,16,1.0,raw,16,0.5,0.4590564752317123
15,beta,1,16,1.0,raw,16,0.5,0.4498887580226318
26,beta,1,16,1.0,raw,16,0.5,0.45199282380332
11,beta,1,16,1.0,raw,16,0.5,0.4603420549526837
34,beta,1,16,1.0,raw,16,0.5,0.4533802168750812
42,beta,1,16,1.0,raw,16,0.5,0.4476750927432972
30,beta,1,16,1.0,raw,16,0.5,0.4603355647703325
14,beta,1,16,1.0,raw,16,0.5,0.4345941601328397
2,beta,1,16,1.0,raw,16,0.5,0.4484666249988612
18,beta,1,16,1.0,raw,16,0.5,0.4567246835318618
22,beta,1,16,1.0,raw,16,0.5,0.4514977405402846
6,beta,1,16,1.0,raw,16,0.5,0.4567336230053723
10,beta,1,16,1.0,raw,16,0.5,0.4618717359703679
12,beta,1,16,1.0,raw,16,0.5,0.4470597838782323
32,beta,1,16,1.0,raw,16,0.5,0.45293149433705
44,beta,1,16,1.0,raw,16,0.5,0.4520536615886056
24,beta,1,16,1.0,raw,16,0.5,0.4566882060562215
8,beta,1,16,1.0,raw,16,0.5,0.4586088226804753
36,beta,1,16,1.0,raw,16,0.5,0.4551550182164788
28,beta,1,16,1.0,raw,16,0.5,0.4513642037399097
16,beta,1,16,1.0,raw,16,0.5,0.4489339838114634
40,beta,1,16,1.0,raw,16,0.5,0.4534932646056712
4,beta,1,16,1.0,raw,16,0.5,0.4568129613218745
20,beta,1,16,1.0,raw,16,0.5,0.45429737422322
48,beta,1,16,1.0,raw,16,0.5,0.4547841182448697
1,beta,1,16,1.0,raw,16,0.5,0.4611603957655045
21,beta,1,16,1.0,raw,16,0.5,0.4517526232944609
9,beta,1,16,1.0,raw,16,0.5,0.4613957148045806
33,beta,1,16,1.0,raw,16,0.5,0.4421153154528513
25,beta,1,16,1.0,raw,16,0.5,0.4440210253509968
13,beta,1,16,1.0,raw,16,0.5,0.4588219375491936
45,beta,1,16,1.0,raw,16,0.5,0.4537927048924383
17,beta,1,16,1.0,raw,16,0.5,0.4571960836662054
5,beta,1,16,1.0,raw,16,0.5,0.4477348365175594
49,beta,1,16,1.0,raw,16,0.5,0.4622895889814303
29,beta,1,16,1.0,raw,16,0.5,0.4522338852359945
41,beta,1,16,1.0,raw,16,0.5,0.45407445683131
37,beta,1,16,1.0,raw,16,0.5,0.4560866089458179
