seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
35,bernoulli,1,32,1.0,raw,32,0.6285571909092527,0.4417738101513833,26,2,30,2
42,bernoulli,1,32,1.0,raw,32,0.625969512195122,0.438647927015253,2,2,30,2
26,bernoulli,1,32,1.0,raw,32,0.5852961319715333,0.4481480318798502,2,2,30,2
34,bernoulli,1,32,1.0,raw,32,0.606903456331237,0.4495719019090858,7,2,30,2
23,bernoulli,1,32,1.0,raw,32,0.5921899950643091,0.4490142854518643,19,2,30,2
31,bernoulli,1,32,1.0,raw,32,0.5474328970558493,0.458548903343895,2,2,30,2
18,bernoulli,1,32,1.0,raw,32,0.6000411425884565,0.4534706244538716,12,2,30,2
10,bernoulli,1,32,1.0,raw,32,0.6218116633417181,0.4509578378787375,3,2,30,2
30,bernoulli,1,32,1.0,raw,32,0.5734679466381662,0.4654845141007618,4,2,30,2
39,bernoulli,1,32,1.0,raw,32,0.6213905325443788,0.4453330453516739,11,2,30,2
15,bernoulli,1,32,1.0,raw,32,0.6151811079545455,0.442771791136196,3,2,30,2
3,bernoulli,1,32,1.0,raw,32,0.5743777601766513,0.4469225871484515,30,2,30,2
2,bernoulli,1,32,1.0,raw,32,0.5538178133922813,0.4437453316725052,4,2,30,2
6,bernoulli,1,32,1.0,raw,32,0.5760386809114335,0.451820435824074,4,2,30,2
47,bernoulli,1,32,1.0,raw,32,0.5906430494253094,0.4389653868878731,4,2,30,2
27,bernoulli,1,32,1.0,raw,32,0.5870312819125741,0.454767276542691,6,2,30,2
19,bernoulli,1,32,1.0,raw,32,0.5793666189771818,0.4380187467358301,14,2,30,2
7,bernoulli,1,32,1.0,raw,32,0.5887997304829867,0.4419504035486942,2,2,30,2
14,bernoulli,1,32,1.0,raw,32,0.571447963800905,0.4455868060208124,18,2,30,2
43,bernoulli,1,32,1.0,raw,32,0.5999819189971071,0.4508327018424293,6,2,30,2
22,bernoulli,1,32,1.0,raw,32,0.6427022001859312,0.4326164297265161,3,2,30,2
11,bernoulli,1,32,1.0,raw,32,0.6140008375258778,0.4455785960183488,2,2,30,2
46,bernoulli,1,32,1.0,raw,32,0.6054976155857521,0.4474147731190059,3,2,30,2
38,bernoulli,1,32,1.0,raw,32,0.5937931158056944,0.4388968783200009,5,2,30,2
36,bernoulli,1,32,1.0,raw,32,0.5974176743747496,0.4510313203196159,9,2,30,2
12,bernoulli,1,32,1.0,raw,32,0.6064974382859805,0.4386140399693072,2,2,30,2
28,bernoulli,1,32,1.0,raw,32,0.5862033817353672,0.4447407816949569,8,2,30,2
48,bernoulli,1,32,1.0,raw,32,0.6279118281065295,0.4453578055909236,5,2,30,2
44,bernoulli,1,32,1.0,raw,32,0.5981754385964911,0.439981896911273,4,2,30,2
16,bernoulli,1,32,1.0,raw,32,0.6228115457095412,0.4351400177152226,4,2,30,2
32,bernoulli,1,32,1.0,raw,32,0.6159508662894667,0.4461062868831833,4,2,30,2
24,bernoulli,1,32,1.0,raw,32,0.6300889209324682,0.4457867422744955,5,2,30,2
0,bernoulli,1,32,1.0,raw,32,0.5804099042202744,0.4478454828993419,3,2,30,2
40,bernoulli,1,32,1.0,raw,32,0.6299021362931138,0.4347335166076734,3,2,30,2
20,bernoulli,1,32,1.0,raw,32,0.6105584945226278,0.4321770592708915,2,2,30,2
8,bernoulli,1,32,1.0,raw,32,0.5747235989325201,0.4553369760054594,8,2,30,2
4,bernoulli,1,32,1.0,raw,32,0.5860260594434341,0.4522209850796709,10,2,30,2
17,bernoulli,1,32,1.0,raw,32,0.6111877183305754,0.4486924114837897,2,2,30,2
37,bernoulli,1,32,1.0,raw,32,0.5869400814426993,0.4493588436442841,8,2,30,2
45,bernoulli,1,32,1.0,raw,32,0.585970492092941,0.4505878483169974,25,2,30,2
5,bernoulli,1,32,1.0,raw,32,0.6291212755212465,0.4319343603111397,11,2,30,2
41,bernoulli,1,32,1.0,raw,32,0.6134852287156897,0.4450847310933074,12,2,30,2
9,bernoulli,1,32,1.0,raw,32,0.6174450549450551,0.4494568732675776,23,2,30,2
21,bernoulli,1,32,1.0,raw,32,0.6327136156816018,0.4387387381844487,5,2,30,2
33,bernoulli,1,32,1.0,raw,32,0.6082044020813188,0.4407192217411756,3,2,30,2
49,bernoulli,1,32,1.0,raw,32,0.5915864898442692,0.4578023746659705,28,2,30,2
1,bernoulli,1,32,1.0,raw,32,0.6155376232022154,0.4483853279893843,21,2,30,2
13,bernoulli,1,32,1.0,raw,32,0.6149836838288614,0.4515983415522925,2,2,30,2
25,bernoulli,1,32,1.0,raw,32,0.5899850056228915,0.4390916142703934,15,2,30,2
29,bernoulli,1,32,1.0,raw,32,0.639420141823988,0.43881037861787076,15,2,30,2
