seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
1,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5090963375796178,0.4534241576699768,24,2,30,2
0,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5076179783741969,0.4564837412231579,13,2,30,2
3,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5149446562538433,0.4516186174416288,3,2,30,2
10,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.498726116944987,0.4491212822038023,26,2,30,2
11,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5407230292953318,0.4544269011605525,8,2,30,2
2,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5116830563326762,0.4431991119445156,3,2,30,2
6,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5102418345773827,0.4508172495200561,7,2,30,2
4,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5329955980570735,0.4561787177276769,4,2,30,2
5,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5172031650660796,0.4437945578595596,20,2,30,2
30,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5116879060469766,0.4616571401423388,12,2,30,2
15,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.521420985780392,0.4509892114556321,23,2,30,2
26,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5328649656851197,0.4503435399769238,9,2,30,2
14,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5194057473206073,0.4471429215077075,29,2,30,2
18,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4976981542475235,0.4556223353555255,7,2,30,2
47,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5094829706436299,0.4435293233213181,13,2,30,2
23,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5254869946362531,0.443964960525267,15,2,30,2
35,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5097476004016299,0.4525263877150651,17,2,30,2
34,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5143032081282282,0.4529545233111869,20,2,30,2
38,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5309041863311953,0.4448915633676462,20,2,30,2
28,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5155050695287194,0.4574217147240492,25,2,30,2
42,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5039549576445855,0.45540373127091,19,2,30,2
27,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5213397313498189,0.4591965367622319,22,2,30,2
46,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5153261072495404,0.4504058411832635,12,2,30,2
7,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.507434107875609,0.4477517929776073,6,2,30,2
19,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5283688553951283,0.4451051363081503,10,2,30,2
22,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5190987873170492,0.4497428324776598,16,2,30,2
24,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5243022766742647,0.4479246323638666,21,2,30,2
39,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5267378754264176,0.4469241375350589,21,2,30,2
16,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.507665754457001,0.4484604281369137,4,2,30,2
31,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5183604580477125,0.4465432476167467,21,2,30,2
37,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4926673995396319,0.4519305765104095,13,2,30,2
43,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5155340916354632,0.4506024156326209,16,2,30,2
48,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5319412494024857,0.4519920820295919,30,2,30,2
17,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5251865569272977,0.4581439501185491,13,2,30,2
25,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5253401987954698,0.4445236480277415,2,2,30,2
29,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5071602518143399,0.4514311998865924,15,2,30,2
32,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5087473853019104,0.4533013132330459,22,2,30,2
41,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5206071903096419,0.4531312481679603,19,2,30,2
44,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5013703540366542,0.4459036533954613,7,2,30,2
49,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5118796144549709,0.4595652050248421,10,2,30,2
21,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5184966287399915,0.4470407512019105,20,2,30,2
8,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5123095604757477,0.4500861045793523,11,2,30,2
9,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4971046831620476,0.448042083155875,23,2,30,2
12,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5192689495170015,0.4448460428053546,28,2,30,2
20,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5181774152771572,0.4390858280867339,21,2,30,2
36,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5125579892280072,0.4606604309120029,17,2,30,2
33,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5086692249883866,0.4477847389246601,22,2,30,2
40,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4946320230447639,0.4435544362103158,7,2,30,2
45,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5079254729979198,0.4478609545754742,26,2,30,2
13,bernoulli,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5101037696008057,0.45682873273748326,4,2,30,2
