seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
34,bernoulli,1,4,1.0,raw,4,0.5123688155922039,0.4663957284734218
6,bernoulli,1,4,1.0,raw,4,0.4928785607196401,0.4551871500680425
23,bernoulli,1,4,1.0,raw,4,0.5243628185907048,0.4422630333163294
35,bernoulli,1,4,1.0,raw,4,0.4861319340329835,0.4302846054310913
47,bernoulli,1,4,1.0,raw,4,0.5485869144405731,0.4656069444829569
14,bernoulli,1,4,1.0,raw,4,0.443370907139023,0.4542351474958129
46,bernoulli,1,4,1.0,raw,4,0.4312643678160919,0.5082614674604385
38,bernoulli,1,4,1.0,raw,4,0.5040546308151943,0.5243090874368418
43,bernoulli,1,4,1.0,raw,4,0.5078014184397164,0.459218927067336
11,bernoulli,1,4,1.0,raw,4,0.4954481792717087,0.4658875326922748
22,bernoulli,1,4,1.0,raw,4,0.5992592592592593,0.6339576861298519
19,bernoulli,1,4,1.0,raw,4,0.6434137291280149,0.4052267392382122
2,bernoulli,1,4,1.0,raw,4,0.5672583826429981,0.7014095997873776
39,bernoulli,1,4,1.0,raw,4,0.4262962962962963,0.6281767221288516
7,bernoulli,1,4,1.0,raw,4,0.638157894736842,0.5160303256693561
31,bernoulli,1,4,1.0,raw,4,0.4754098360655738,0.614796825009402
10,bernoulli,1,4,1.0,raw,4,0.561038961038961,0.5526912119696656
42,bernoulli,1,4,1.0,raw,4,0.6562998405103668,0.6960752140064703
30,bernoulli,1,4,1.0,raw,4,0.5294117647058825,0.6280772034408922
3,bernoulli,1,4,1.0,raw,4,0.3783037475345167,0.5429054882053218
0,bernoulli,1,4,1.0,raw,4,0.6072567783094098,0.4710889477587832
15,bernoulli,1,4,1.0,raw,4,0.5581597222222222,0.533189375144658
18,bernoulli,1,4,1.0,raw,4,0.5162878787878789,0.5929463619785467
26,bernoulli,1,4,1.0,raw,4,0.5627329192546584,0.5598576791464063
27,bernoulli,1,4,1.0,raw,4,0.4311688311688312,0.522641131263649
40,bernoulli,1,4,1.0,raw,4,0.5755879059350504,0.68302017126555
24,bernoulli,1,4,1.0,raw,4,0.5092658588738417,0.4596818210710031
4,bernoulli,1,4,1.0,raw,4,0.5599700149925038,0.6321040768154377
44,bernoulli,1,4,1.0,raw,4,0.4086923370186809,0.6808516300043234
32,bernoulli,1,4,1.0,raw,4,0.4453125,0.6767734674401789
28,bernoulli,1,4,1.0,raw,4,0.3881673881673881,0.48552175872732
16,bernoulli,1,4,1.0,raw,4,0.4671641791044776,0.4946287857462217
48,bernoulli,1,4,1.0,raw,4,0.4859375,0.5878708034481586
5,bernoulli,1,4,1.0,raw,4,0.4427750773309766,0.5349630020842696
29,bernoulli,1,4,1.0,raw,4,0.5623381428042915,0.4327361242613979
36,bernoulli,1,4,1.0,raw,4,0.4544444444444445,0.4600160407814714
20,bernoulli,1,4,1.0,raw,4,0.5492063492063493,0.423392445465295
8,bernoulli,1,4,1.0,raw,4,0.518888888888889,0.4966351866053046
12,bernoulli,1,4,1.0,raw,4,0.5046082949308756,0.4321461129938492
17,bernoulli,1,4,1.0,raw,4,0.5706845238095237,0.4545540145046347
9,bernoulli,1,4,1.0,raw,4,0.6067708333333334,0.4425080650478248
21,bernoulli,1,4,1.0,raw,4,0.6185719570847206,0.4406454737620936
41,bernoulli,1,4,1.0,raw,4,0.6246093749999999,0.5731727779029723
13,bernoulli,1,4,1.0,raw,4,0.3777310924369748,0.544986597955039
37,bernoulli,1,4,1.0,raw,4,0.6670366259711432,0.4481064667852926
1,bernoulli,1,4,1.0,raw,4,0.5855506282335551,0.687578456910223
49,bernoulli,1,4,1.0,raw,4,0.5703125,0.4469124011414047
45,bernoulli,1,4,1.0,raw,4,0.5680890538033394,0.5904430351300726
25,bernoulli,1,4,1.0,raw,4,0.54765625,0.5281806803587941
33,bernoulli,1,4,1.0,raw,4,0.5700757575757576,0.4331606686755254
