seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,bernoulli,1,32,0.5,pca,32,0.6040112832281507,0.5505437677154179
1,bernoulli,1,32,0.5,pca,32,0.5659442724458205,0.5836830765307093
10,bernoulli,1,32,0.5,pca,32,0.6222794117647059,0.6141697467207399
11,bernoulli,1,32,0.5,pca,32,0.5838297872340426,0.6489633702857747
12,bernoulli,1,32,0.5,pca,32,0.5592108448317599,0.6102834434643707
13,bernoulli,1,32,0.5,pca,32,0.595607235142119,0.5181006043676354
14,bernoulli,1,32,0.5,pca,32,0.5553556485355648,0.6900571171298654
15,bernoulli,1,32,0.5,pca,32,0.6184081070444706,0.6445481038057463
16,bernoulli,1,32,0.5,pca,32,0.5963826808659567,0.6529012798824377
17,bernoulli,1,32,0.5,pca,32,0.5777915248994743,0.637479736903667
18,bernoulli,1,32,0.5,pca,32,0.5884081196581197,0.5593115722669016
19,bernoulli,1,32,0.5,pca,32,0.5796061884669479,0.4695526086452676
2,bernoulli,1,32,0.5,pca,32,0.5251427988576092,0.6870248409663756
20,bernoulli,1,32,0.5,pca,32,0.5726013071895425,0.5825768288302138
21,bernoulli,1,32,0.5,pca,32,0.6056036556036555,0.5144093082801245
22,bernoulli,1,32,0.5,pca,32,0.6345825602968461,0.6642698749545093
23,bernoulli,1,32,0.5,pca,32,0.5745866102036701,0.5820255919315875
24,bernoulli,1,32,0.5,pca,32,0.5929657794676806,0.6815703391315633
25,bernoulli,1,32,0.5,pca,32,0.5594621268196398,0.6572284896845003
26,bernoulli,1,32,0.5,pca,32,0.5925871809857783,0.6688955023939567
27,bernoulli,1,32,0.5,pca,32,0.6067474708913915,0.4723105309074196
28,bernoulli,1,32,0.5,pca,32,0.5521354367064256,0.6513366234513074
29,bernoulli,1,32,0.5,pca,32,0.580451300944048,0.6495865442206024
3,bernoulli,1,32,0.5,pca,32,0.5813908313908314,0.6662698076105745
30,bernoulli,1,32,0.5,pca,32,0.6105033659730722,0.5755733420007096
31,bernoulli,1,32,0.5,pca,32,0.59296875,0.5507794643941302
32,bernoulli,1,32,0.5,pca,32,0.6249690302760023,0.6240615713678976
33,bernoulli,1,32,0.5,pca,32,0.5733567180112857,0.5378547351751064
34,bernoulli,1,32,0.5,pca,32,0.5851999064765022,0.6854032273603092
35,bernoulli,1,32,0.5,pca,32,0.5963651945956846,0.6048600613506719
36,bernoulli,1,32,0.5,pca,32,0.672411238951163,0.5826048872413683
37,bernoulli,1,32,0.5,pca,32,0.5861130428526894,0.6675544926549123
38,bernoulli,1,32,0.5,pca,32,0.6067217454078767,0.5602748888863054
39,bernoulli,1,32,0.5,pca,32,0.5559128656267711,0.6586307755059762
4,bernoulli,1,32,0.5,pca,32,0.5677081950675622,0.5719616964943532
40,bernoulli,1,32,0.5,pca,32,0.6371705483855016,0.6409133634295726
41,bernoulli,1,32,0.5,pca,32,0.599521463091064,0.5962055026550654
42,bernoulli,1,32,0.5,pca,32,0.5693932103715583,0.69488728840848
43,bernoulli,1,32,0.5,pca,32,0.6050228310502284,0.56966556801903
44,bernoulli,1,32,0.5,pca,32,0.6114718614718615,0.6393308826786736
45,bernoulli,1,32,0.5,pca,32,0.6199937093730341,0.6990782953625635
46,bernoulli,1,32,0.5,pca,32,0.6018991533040066,0.6605722143906427
47,bernoulli,1,32,0.5,pca,32,0.621864079695405,0.4610627860799706
48,bernoulli,1,32,0.5,pca,32,0.5694506255253917,0.6393529777425889
49,bernoulli,1,32,0.5,pca,32,0.5564625850340136,0.5982161747591495
5,bernoulli,1,32,0.5,pca,32,0.5166935298180981,0.6357324133618243
6,bernoulli,1,32,0.5,pca,32,0.5614188807235726,0.5803494573440572
7,bernoulli,1,32,0.5,pca,32,0.6299161230195713,0.642949840318574
8,bernoulli,1,32,0.5,pca,32,0.5862775217613927,0.4955938629144489
9,bernoulli,1,32,0.5,pca,32,0.5689064433234987,0.6020114263958276
