seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_2pl,rmse_2pl
0,beta,54,none,1.0,1.0,raw,54,20,0.5169148032425739,0.3744869497531159
2,beta,54,none,1.0,1.0,raw,54,50,0.6079185663627154,0.3328455420554984
10,beta,54,none,1.0,1.0,raw,54,10,0.5472147950089127,0.3651314248626875
6,beta,54,none,1.0,1.0,raw,54,20,0.5818337279663246,0.3618543761969813
8,beta,54,none,1.0,1.0,raw,54,10,0.534104596350875,0.3616880119561368
12,beta,54,none,1.0,1.0,raw,54,50,0.5425039745627981,0.3396254748347069
4,beta,54,none,1.0,1.0,raw,54,50,0.6546201615539059,0.3445697568277675
14,beta,54,none,1.0,1.0,raw,54,20,0.5011424793056405,0.3448599214309691
3,beta,54,none,1.0,1.0,raw,54,50,0.4736255628002228,0.3165585186812452
1,beta,54,none,1.0,1.0,raw,54,50,0.4836754193502725,0.3794383020079922
5,beta,54,none,1.0,1.0,raw,54,20,0.5856611211626436,0.3205440661135057
11,beta,54,none,1.0,1.0,raw,54,50,0.5429813737587402,0.3474870548650114
16,beta,54,none,1.0,1.0,raw,54,5,0.5133412567679337,0.3624108254157915
13,beta,54,none,1.0,1.0,raw,54,5,0.5688518712595493,0.3553904772087523
9,beta,54,none,1.0,1.0,raw,54,50,0.5713260135135135,0.3486416919763558
7,beta,54,none,1.0,1.0,raw,54,50,0.5070872174690333,0.3316215455730498
18,beta,54,none,1.0,1.0,raw,54,20,0.5767604023776863,0.3344199368772224
15,beta,54,none,1.0,1.0,raw,54,50,0.5246112033821531,0.3476297497025338
20,beta,54,none,1.0,1.0,raw,54,50,0.5422012830793905,0.3407315135798402
17,beta,54,none,1.0,1.0,raw,54,20,0.5853651399770302,0.3496020865080217
19,beta,54,none,1.0,1.0,raw,54,50,0.6241002752099357,0.3356661254933062
22,beta,54,none,1.0,1.0,raw,54,20,0.514580221495566,0.3820307593157216
21,beta,54,none,1.0,1.0,raw,54,20,0.5890447527276172,0.331838417156221
28,beta,54,none,1.0,1.0,raw,54,20,0.5810198300283286,0.3986718105919375
24,beta,54,none,1.0,1.0,raw,54,10,0.55699725011956,0.3958296796563158
26,beta,54,none,1.0,1.0,raw,54,20,0.4205349218728988,0.3712381583871613
32,beta,54,none,1.0,1.0,raw,54,50,0.5990050001677909,0.2934571962784543
30,beta,54,none,1.0,1.0,raw,54,20,0.5536546425590196,0.3448987968215351
23,beta,54,none,1.0,1.0,raw,54,50,0.6025875419426998,0.3689164990007599
34,beta,54,none,1.0,1.0,raw,54,50,0.5752741987919854,0.3399671790816652
36,beta,54,none,1.0,1.0,raw,54,5,0.5561129034634138,0.3580338705332718
27,beta,54,none,1.0,1.0,raw,54,50,0.517113625564267,0.3464168250500559
33,beta,54,none,1.0,1.0,raw,54,20,0.4759806524765691,0.3490268073108747
29,beta,54,none,1.0,1.0,raw,54,50,0.4953412454081708,0.3719920278779384
38,beta,54,none,1.0,1.0,raw,54,50,0.5251163175261762,0.3691397369212614
25,beta,54,none,1.0,1.0,raw,54,20,0.5865414710485133,0.3728713975988757
31,beta,54,none,1.0,1.0,raw,54,50,0.5028175119202427,0.3173341801870657
37,beta,54,none,1.0,1.0,raw,54,50,0.6312537444870323,0.3563648916996593
35,beta,54,none,1.0,1.0,raw,54,20,0.5279016618962036,0.3579437115228369
40,beta,54,none,1.0,1.0,raw,54,50,0.4366819827346143,0.3406269541518126
42,beta,54,none,1.0,1.0,raw,54,50,0.5380824372759857,0.3428852844343871
39,beta,54,none,1.0,1.0,raw,54,50,0.5625888948727509,0.3737366974099521
44,beta,54,none,1.0,1.0,raw,54,20,0.5269642068051259,0.3117681397244048
46,beta,54,none,1.0,1.0,raw,54,50,0.5019855960153463,0.3397707806001119
43,beta,54,none,1.0,1.0,raw,54,20,0.5223303940736012,0.3400150941380329
48,beta,54,none,1.0,1.0,raw,54,50,0.5289249320338074,0.3337813312311487
41,beta,54,none,1.0,1.0,raw,54,5,0.5568040447067488,0.3168979521156786
47,beta,54,none,1.0,1.0,raw,54,20,0.4501758722312007,0.3097372116584779
45,beta,54,none,1.0,1.0,raw,54,50,0.6154268158876454,0.3741302138620678
49,beta,54,none,1.0,1.0,raw,54,50,0.5638176702646843,0.34750886000171793
