seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_naive,rmse_naive
0,bernoulli,1,32,0.3,pca,32,0.5,0.4403845685698395
1,bernoulli,1,32,0.3,pca,32,0.5,0.4732566362128295
10,bernoulli,1,32,0.3,pca,32,0.5,0.4350392757969111
11,bernoulli,1,32,0.3,pca,32,0.5,0.4425737251137103
12,bernoulli,1,32,0.3,pca,32,0.5,0.4513910760174445
13,bernoulli,1,32,0.3,pca,32,0.5,0.4616501358609623
14,bernoulli,1,32,0.3,pca,32,0.5,0.4549822399320268
15,bernoulli,1,32,0.3,pca,32,0.5,0.4265894088362154
16,bernoulli,1,32,0.3,pca,32,0.5,0.4545138548574232
17,bernoulli,1,32,0.3,pca,32,0.5,0.4410836551658359
18,bernoulli,1,32,0.3,pca,32,0.5,0.4511944158298562
19,bernoulli,1,32,0.3,pca,32,0.5,0.4565954331224762
2,bernoulli,1,32,0.3,pca,32,0.5,0.4268677524046341
20,bernoulli,1,32,0.3,pca,32,0.5,0.4694218271620711
21,bernoulli,1,32,0.3,pca,32,0.5,0.4591530834751637
22,bernoulli,1,32,0.3,pca,32,0.5,0.4397768650729486
23,bernoulli,1,32,0.3,pca,32,0.5,0.4133558180805048
24,bernoulli,1,32,0.3,pca,32,0.5,0.4699397564892297
25,bernoulli,1,32,0.3,pca,32,0.5,0.4344677064613245
26,bernoulli,1,32,0.3,pca,32,0.5,0.4828971035604059
27,bernoulli,1,32,0.3,pca,32,0.5,0.4511358403599637
28,bernoulli,1,32,0.3,pca,32,0.5,0.4668339032286915
29,bernoulli,1,32,0.3,pca,32,0.5,0.4330841024777456
3,bernoulli,1,32,0.3,pca,32,0.5,0.4391173711950737
30,bernoulli,1,32,0.3,pca,32,0.5,0.4568822242802304
31,bernoulli,1,32,0.3,pca,32,0.5,0.4244216244160396
32,bernoulli,1,32,0.3,pca,32,0.5,0.4439087039942787
33,bernoulli,1,32,0.3,pca,32,0.5,0.4387149969631004
34,bernoulli,1,32,0.3,pca,32,0.5,0.4548893647563483
35,bernoulli,1,32,0.3,pca,32,0.5,0.4598814294214754
36,bernoulli,1,32,0.3,pca,32,0.5,0.4602525438676659
37,bernoulli,1,32,0.3,pca,32,0.5,0.4537515419284904
38,bernoulli,1,32,0.3,pca,32,0.5,0.4520021370809806
39,bernoulli,1,32,0.3,pca,32,0.5,0.4474712715304327
4,bernoulli,1,32,0.3,pca,32,0.5,0.470740827261381
40,bernoulli,1,32,0.3,pca,32,0.5,0.468280525346971
41,bernoulli,1,32,0.3,pca,32,0.5,0.4511484247363835
42,bernoulli,1,32,0.3,pca,32,0.5,0.4537118038936099
43,bernoulli,1,32,0.3,pca,32,0.5,0.4560964103743985
44,bernoulli,1,32,0.3,pca,32,0.5,0.4405635114472297
45,bernoulli,1,32,0.3,pca,32,0.5,0.4500730600917976
46,bernoulli,1,32,0.3,pca,32,0.5,0.4688930134365231
47,bernoulli,1,32,0.3,pca,32,0.5,0.4654225024310249
48,bernoulli,1,32,0.3,pca,32,0.5,0.466260865649924
49,bernoulli,1,32,0.3,pca,32,0.5,0.4502887422011271
5,bernoulli,1,32,0.3,pca,32,0.5,0.4495933463572804
6,bernoulli,1,32,0.3,pca,32,0.5,0.4576869727411271
7,bernoulli,1,32,0.3,pca,32,0.5,0.4483866240720399
8,bernoulli,1,32,0.3,pca,32,0.5,0.4532800113328369
9,bernoulli,1,32,0.3,pca,32,0.5,0.4739658718417876
