seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_2pl,rmse_2pl
0,beta,1,64,1.0,raw,64,0.5917796230248895,0.6098963145952636
46,beta,1,64,1.0,raw,64,0.5967581815446985,0.6284088157811237
39,beta,1,64,1.0,raw,64,0.5960871673360352,0.5500972640125699
42,beta,1,64,1.0,raw,64,0.5759143334776543,0.4843218374303538
35,beta,1,64,1.0,raw,64,0.5863393603055257,0.5846774476256061
7,beta,1,64,1.0,raw,64,0.6081002892960463,0.6047672268454879
18,beta,1,64,1.0,raw,64,0.5910717546662247,0.5931858595082938
31,beta,1,64,1.0,raw,64,0.5760715612519737,0.6561357762067161
43,beta,1,64,1.0,raw,64,0.5833334578126984,0.6214986956545093
19,beta,1,64,1.0,raw,64,0.5226977890188246,0.6167371048091433
23,beta,1,64,1.0,raw,64,0.6089519806212595,0.6108381117347172
3,beta,1,64,1.0,raw,64,0.5546475494982188,0.6260876014051509
15,beta,1,64,1.0,raw,64,0.5540198525315706,0.6481680482566994
11,beta,1,64,1.0,raw,64,0.5803024980948752,0.5724012194707797
47,beta,1,64,1.0,raw,64,0.5689391690311528,0.5898372068736967
14,beta,1,64,1.0,raw,64,0.5034785034785035,0.5989479616898099
27,beta,1,64,1.0,raw,64,0.5856788944480198,0.6478474931701246
2,beta,1,64,1.0,raw,64,0.5345588235294119,0.5974727174284103
6,beta,1,64,1.0,raw,64,0.569741794908331,0.627507947666249
30,beta,1,64,1.0,raw,64,0.5904221082239658,0.4734283635230438
22,beta,1,64,1.0,raw,64,0.5820556057761398,0.4992247173686958
34,beta,1,64,1.0,raw,64,0.5852439434528987,0.6324894869537557
26,beta,1,64,1.0,raw,64,0.5492166847045048,0.6339134247119711
38,beta,1,64,1.0,raw,64,0.5695446602162089,0.6036107503741964
10,beta,1,64,1.0,raw,64,0.5988475539324924,0.5538209136523533
40,beta,1,64,1.0,raw,64,0.5810443704367494,0.626146290542604
28,beta,1,64,1.0,raw,64,0.6192987050085698,0.6051489939354346
16,beta,1,64,1.0,raw,64,0.6068781754091377,0.5624375573573765
32,beta,1,64,1.0,raw,64,0.5782771253638461,0.5650178664682467
24,beta,1,64,1.0,raw,64,0.5935847055888224,0.6270700506111044
36,beta,1,64,1.0,raw,64,0.5835034030922391,0.4830522627069633
4,beta,1,64,1.0,raw,64,0.5914469942667424,0.4584273509206871
8,beta,1,64,1.0,raw,64,0.5813366799965967,0.5851157720645322
44,beta,1,64,1.0,raw,64,0.5947801023191355,0.5667885115234497
20,beta,1,64,1.0,raw,64,0.602602670330738,0.439716616156571
48,beta,1,64,1.0,raw,64,0.586652200300015,0.6349425084077726
12,beta,1,64,1.0,raw,64,0.5775153742956022,0.5092074674542724
45,beta,1,64,1.0,raw,64,0.6250611158394147,0.5720552181337658
41,beta,1,64,1.0,raw,64,0.6321734369670968,0.6164765911314273
21,beta,1,64,1.0,raw,64,0.6469442683384992,0.6186029885708569
33,beta,1,64,1.0,raw,64,0.5844437735460304,0.6227738550564361
17,beta,1,64,1.0,raw,64,0.5580131451478939,0.6489524864517122
13,beta,1,64,1.0,raw,64,0.5534835534835535,0.6692928775664861
9,beta,1,64,1.0,raw,64,0.6001033591731266,0.6201560181001944
1,beta,1,64,1.0,raw,64,0.6159797761998587,0.6155537336509397
37,beta,1,64,1.0,raw,64,0.6083347876672484,0.4814536227424026
25,beta,1,64,1.0,raw,64,0.6518061647629456,0.5869808825445496
49,beta,1,64,1.0,raw,64,0.5647270153808361,0.5949143237049871
29,beta,1,64,1.0,raw,64,0.6005633548910472,0.5934239797473229
5,beta,1,64,1.0,raw,64,0.6106740626498529,0.5792778480167715
