seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
3,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5122334276226786,0.4699486348308983
2,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4927464251741189,0.464879395216176
1,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.4336134939387713,0.4756669400455399
6,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5374333031309775,0.4675359740415405
5,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4835426789862228,0.4677519504653251
0,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.4965439105120297,0.4743159921859118
4,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5092827178892753,0.4714580828803264
10,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5528015817531418,0.4671743614365112
27,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5113983721362041,0.4734202114259687
7,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4257195261610272,0.4769386308047016
12,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5124559860661039,0.4649339315946947
46,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5109647863051471,0.4699533751624963
47,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5451086960067273,0.4660477313023812
11,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5763431506996599,0.4643140708207668
18,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4862415993009874,0.4805247266462698
22,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4747458158737766,0.4693879872136824
8,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5319231365256469,0.4660640374846725
26,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.433915279961466,0.468670425018545
30,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.538237912293853,0.4738626925068385
9,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5041476912960889,0.4685974667647543
31,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5340254679624148,0.4672158248633238
34,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5012539707558379,0.4710851519861256
14,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5184567449368396,0.4626837320355974
29,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5759714545878067,0.4708559571656863
39,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5491438846346526,0.4620237966122706
19,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5094779841287336,0.463040275365796
15,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.515810947200877,0.4691150674202983
43,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5436999357428098,0.4676322962995487
23,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5346476374832194,0.4608744885323079
42,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5652714999376117,0.4718245131913403
38,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5106604408373598,0.4621400179663108
35,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5064082909897744,0.4713816836704431
45,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5024923380790716,0.4694568867119265
28,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5606396089653876,0.4694011615924091
17,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.51094890260631,0.4741974444057424
32,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.4922144749686236,0.469165363660034
37,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4899823491159074,0.4697430106156178
40,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4782559651269502,0.4648890112631981
49,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4537787831523548,0.4831992153049643
48,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.525216225501912,0.4604775671863907
41,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4974091872500155,0.4733116398068969
13,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5068691820970395,0.4739199210590079
25,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.5828834341107592,0.4555850991096884
33,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5183752975408531,0.4648380439472198
16,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4986003914944166,0.4709890138464536
20,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.4913259771642247,0.4571896303065973
36,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.530127827648115,0.4735726701757778
24,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5681028166720938,0.4666843518102039
21,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,2,0.4856897036100576,0.4642504905344765
44,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,2,0.5243156452612198,0.4627894198363494
