seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_2pl,rmse_2pl
3,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4957944902226048,0.4738384468985919
2,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4872372276641921,0.4662591558482994
6,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,10,0.4760394644115574,0.4745340797759471
1,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.5463305167454284,0.4742510663605215
5,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,10,0.4868554275389762,0.4646205045458478
0,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.548507107625851,0.4748960029795314
4,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4956249655020147,0.4750225011615789
10,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.4624904203513779,0.4752931418104074
11,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5042001097369712,0.4690789340175436
7,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.539598738274235,0.4721647181591346
27,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5112618854287623,0.4740271431016155
47,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.5663579612656922,0.4636822301645119
46,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4872002695121017,0.4725331863475658
22,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5376643606542355,0.4667259864769731
18,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4900164528213026,0.4802156882919225
39,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.526476060974737,0.4658871009018635
26,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.48909138447277,0.4704948059285851
30,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.5138758745627187,0.4776326187322829
34,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4657732971216567,0.4771895426448529
14,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4869290688289506,0.4673334971648476
19,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.5086396451008486,0.4645777510263437
31,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.50919093723178,0.4682538585778811
42,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,10,0.4808049978539749,0.4752188329053776
15,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,50,0.4675595426324722,0.4739718452735347
29,beta,1,16,1.0,1.0,raw,transport_binary_strength,1,16,16.0,20,0.477131301030672,0.477715504508324
