seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_naive,rmse_naive
0,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4161701900275486
2,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3908368489867142
4,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4004330868419029
6,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.4175612700498041
12,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3922948811859066
8,bernoulli,1,none,1.0,1.0,raw,1,10,0.5,0.400663050571892
14,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.3845327224300239
10,bernoulli,1,none,1.0,1.0,raw,1,10,0.5,0.399235393975987
1,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4144550298274901
3,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3997143127538683
13,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4145572513574152
16,bernoulli,1,none,1.0,1.0,raw,1,5,0.5,0.4124737615621184
5,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.4047908437442055
9,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3877530955726628
15,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.399939883453187
7,bernoulli,1,none,1.0,1.0,raw,1,10,0.5,0.3875874097742732
11,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4014255453411673
18,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.388647816742507
17,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.400732592181419
20,bernoulli,1,none,1.0,1.0,raw,1,5,0.5,0.3943320234009038
19,bernoulli,1,none,1.0,1.0,raw,1,10,0.5,0.378090186132157
22,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4177880297551638
24,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.442157527999654
26,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.41696831592422
28,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.4290927064769175
21,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.383811231754247
30,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3880493123742317
32,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3816378926205703
34,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3821809385708056
23,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4133266532201762
36,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4060407246238985
25,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4222115128222786
38,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4034544973242595
29,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4055163655041886
27,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4023332501865407
31,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3772750033668223
35,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.3994426763679931
33,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.4084407169708606
37,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4057434849136688
40,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3819823898867409
39,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.414675923971406
42,bernoulli,1,none,1.0,1.0,raw,1,10,0.5,0.3991451710718176
44,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.3767169746347599
46,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.397810161610673
48,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3726825233010759
41,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3693397428981229
43,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4220851445449474
47,bernoulli,1,none,1.0,1.0,raw,1,20,0.5,0.3683697760722545
45,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.4224662699298933
49,bernoulli,1,none,1.0,1.0,raw,1,50,0.5,0.3965816848178488
