seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
2,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.6010413861208368,0.447877823084271
6,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.527789256198347,0.4690823171751087
1,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5880161770966369,0.4378447877031542
0,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.6550125313283208,0.4847179552319757
5,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4651595969858606,0.4912265904020068
4,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4721487603305785,0.4853785179220932
7,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.3658264462809918,0.5158118285204003
30,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.555499110998222,0.4630797921122496
11,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.3911362617660242,0.4910790207511284
34,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.3853558780986583,0.4947269263493961
42,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.609000337723742,0.4637001620295465
19,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4954094940010433,0.4620842005369249
10,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4999478351591027,0.5024997391866131
46,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4653275944524151,0.4951308209048915
18,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.615983436853002,0.4685871159159285
14,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.6054651162790697,0.4661546383102511
26,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5545912885362426,0.4733086174513882
38,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5319231140732155,0.448233643826444
15,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.4104818373884005,0.4873457835877537
22,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.6173929376408714,0.4486808209770339
41,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4672865013774105,0.49334903685067
40,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5882155728773782,0.4675589051594783
27,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.3678667309148482,0.4838097257979343
39,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.4263578715191618,0.5071720192380561
3,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5049572649572649,0.4633219516108617
47,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5695145149284592,0.4847551976388085
23,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.584400151245071,0.4603171619352721
33,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.4026442307692308,0.4713791389243159
43,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.6222597914905607,0.4607679734204313
31,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.6144977168949771,0.4331076706891602
36,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.561897640412097,0.4476345489727658
13,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5970546634495383,0.4789882894569763
35,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.3699517249499588,0.496689836321134
25,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.3843382794407754,0.4769539398011442
44,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.4566082465498264,0.4983518825888131
45,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.574996923834133,0.4719045036136583
29,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4755994596420128,0.4619318855831161
32,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4323696145124717,0.4784436230108833
24,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4973031283710895,0.4794460204482129
20,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5331032603759875,0.4845134783268566
12,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5237504137702748,0.4868272418592557
9,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.6184513161257347,0.4652040351564339
17,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.6105596160139631,0.46303602743661
48,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4304455234687793,0.4948368520349267
49,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.525105680998041,0.445288858288059
21,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5291766586730615,0.4440902701546135
16,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5674603174603176,0.472559122872416
8,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.3741427482854966,0.4781489777629966
37,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.601309545263411,0.4726332036224254
28,beta,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.537919826652221,0.4647532463124513
