seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,bernoulli,1,max,1.0,pca,max,0.7011850036453751,0.4286232513220742
1,bernoulli,1,max,1.0,pca,max,0.7371709343538113,0.4115728709797645
10,bernoulli,1,max,1.0,pca,max,0.7207679574867807,0.4109741049588731
11,bernoulli,1,max,1.0,pca,max,0.7238935953702375,0.414401113858162
12,bernoulli,1,max,1.0,pca,max,0.7471391370702546,0.3948039443825348
13,bernoulli,1,max,1.0,pca,max,0.7263218110511966,0.4201439381218077
14,bernoulli,1,max,1.0,pca,max,0.6525592657244214,0.4384477261786978
15,bernoulli,1,max,1.0,pca,max,0.7089239503947549,0.4247989873394058
16,bernoulli,1,max,1.0,pca,max,0.7281604552320068,0.4083964241521858
17,bernoulli,1,max,1.0,pca,max,0.6794554183813443,0.4375643512537916
18,bernoulli,1,max,1.0,pca,max,0.7574751890835066,0.4025339399268177
19,bernoulli,1,max,1.0,pca,max,0.719745742863441,0.4094752698506035
2,bernoulli,1,max,1.0,pca,max,0.7120872086647608,0.4062326867742587
20,bernoulli,1,max,1.0,pca,max,0.6913330325015874,0.4107002465443118
21,bernoulli,1,max,1.0,pca,max,0.6559070796460177,0.4351825302105412
22,bernoulli,1,max,1.0,pca,max,0.6971605386412735,0.4215025317194103
23,bernoulli,1,max,1.0,pca,max,0.7072574123583564,0.4138227344382939
24,bernoulli,1,max,1.0,pca,max,0.7054196515792901,0.4174863937582111
25,bernoulli,1,max,1.0,pca,max,0.6542704434206736,0.4363261722258034
26,bernoulli,1,max,1.0,pca,max,0.6754924571579576,0.4303082230853349
27,bernoulli,1,max,1.0,pca,max,0.6290724307936183,0.4541205289427923
28,bernoulli,1,max,1.0,pca,max,0.710232651848338,0.4257139975254449
29,bernoulli,1,max,1.0,pca,max,0.7465439056634026,0.410311896446464
3,bernoulli,1,max,1.0,pca,max,0.6873296642479401,0.4309185772476426
30,bernoulli,1,max,1.0,pca,max,0.6761630903298351,0.4429744444250664
31,bernoulli,1,max,1.0,pca,max,0.7523932844709569,0.3928793325752709
32,bernoulli,1,max,1.0,pca,max,0.6334120066936271,0.4495269381648153
33,bernoulli,1,max,1.0,pca,max,0.7095319869930503,0.4126742320131174
34,bernoulli,1,max,1.0,pca,max,0.7212747641795388,0.4163809949362567
35,bernoulli,1,max,1.0,pca,max,0.7627147701979361,0.3967847954371662
36,bernoulli,1,max,1.0,pca,max,0.649570197486535,0.4453875829742989
37,bernoulli,1,max,1.0,pca,max,0.7441512092403926,0.4060176588443905
38,bernoulli,1,max,1.0,pca,max,0.6902321388837475,0.4189332013280275
39,bernoulli,1,max,1.0,pca,max,0.742923256757079,0.3932478965525989
4,bernoulli,1,max,1.0,pca,max,0.6672772810067892,0.4410761045844587
40,bernoulli,1,max,1.0,pca,max,0.7303099826654431,0.4052985493796606
41,bernoulli,1,max,1.0,pca,max,0.7191268508147863,0.4196599098845331
42,bernoulli,1,max,1.0,pca,max,0.7232290720091041,0.4166698594765723
43,bernoulli,1,max,1.0,pca,max,0.7023405092802857,0.4215395264696434
44,bernoulli,1,max,1.0,pca,max,0.6777113912902808,0.4286836863135533
45,bernoulli,1,max,1.0,pca,max,0.7276468522337389,0.4055048086784369
46,bernoulli,1,max,1.0,pca,max,0.731731938380821,0.4133363690604484
47,bernoulli,1,max,1.0,pca,max,0.772008144290418,0.3812896059132235
48,bernoulli,1,max,1.0,pca,max,0.5877001673040153,0.4688640773561666
49,bernoulli,1,max,1.0,pca,max,0.6962873319505769,0.432515806284144
5,bernoulli,1,max,1.0,pca,max,0.7443125303584391,0.3889716444443375
6,bernoulli,1,max,1.0,pca,max,0.6739644906588428,0.4342468086283528
7,bernoulli,1,max,1.0,pca,max,0.7834048871576466,0.3843195115332453
8,bernoulli,1,max,1.0,pca,max,0.7185986653494499,0.4138588854545278
9,bernoulli,1,max,1.0,pca,max,0.723823425551605,0.4128028314340409
