seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_naive,rmse_naive
2,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4519928402871668
3,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4586442052064453
4,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5217031241536351
6,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4627274012197097
46,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4313365158428446
1,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.3998174891730806
23,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4403490047605583
22,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.3565073873736256
26,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.5383417314232604
14,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.447956883672815
30,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4814045639280949
38,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4843791223166002
42,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4867875560296448
7,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5372519286588379
0,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4309132346056729
34,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4838793279581889
15,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.41465393149015
39,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4991234158510614
31,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4141818540322716
11,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.440758457669593
8,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4778963246488158
27,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4179147881585775
10,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4577609863202473
35,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4196732783233564
18,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4822974565816195
24,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5334117048269468
40,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.480880297431097
36,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4680112262229124
47,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.5156220233715721
32,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4428221687117409
19,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4387403684357719
43,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4306560697267976
16,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5267089979547138
33,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.3936832303246991
45,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4516934604222478
37,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4455007857755673
44,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.5771033306536015
48,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4969874614624893
25,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.4992149418549812
20,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4712932575416959
5,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5460388876407508
49,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4083127873792094
41,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5,0.5331385087764766
29,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4702845409865485
12,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.5231172806273946
28,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,5,2,0.5,0.4444306157447589
13,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4944310898918029
21,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,10,2,0.5,0.4477718936215005
17,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.5173206480646672
9,bernoulli,1,32,0.1,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5,0.4974871163880521
