seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,auc_rasch,rmse_rasch
3,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5120378797195917,0.4760818559082938
2,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5002339862847058,0.4633507674811352
1,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.4430347236490651,0.4723036372913158
0,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5059369983330538,0.4727058699862957
6,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.5475316765183875,0.4635539392568301
5,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.4908191918249071,0.4649269766792868
4,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5229515096318376,0.4717137263239966
11,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5801013991810653,0.4650968776044854
27,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5153932064260991,0.4696516583968474
10,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5604941296874212,0.463159024614229
23,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5435745068516699,0.4584437006223554
19,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5262599195414968,0.4587032674742493
31,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5395344290850304,0.4645954879601994
18,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.4927629275487156,0.4778306690900649
42,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.5653165762635906,0.4682674944603965
35,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5120793242506302,0.4702073965146399
26,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.4567482901982552,0.4703951259284293
14,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5359044240479006,0.4568487438740745
7,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.4375740766469243,0.4771377187517263
15,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.535604030294406,0.4667216763118908
39,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5512133519406474,0.4643978737322852
47,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5500034902237854,0.4632674023776421
46,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5207447725183824,0.4687691207800661
22,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.4948282120591645,0.4693122670478766
43,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5488882833237452,0.4680412019867505
30,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5567575587206397,0.4736302798488584
38,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5159746244890786,0.4630213202898392
34,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5095840709037562,0.4690253243909179
16,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.4980300741795701,0.4706384606481803
8,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5278625251820859,0.4646998751800432
24,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.5684470992076414,0.4664699415108763
28,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5679452287402893,0.4698760970372542
32,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5145802538000278,0.4684737504111163
40,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.4889817222392169,0.4615123687721223
20,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5074665312433856,0.4537505403100362
12,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5146288799843962,0.4613754971671287
48,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5309882140296367,0.4599277460064708
13,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5170640151911019,0.4735513204096004
44,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5271926168022925,0.4659129436528163
21,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5026949009692372,0.4619465628999306
36,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5377536804308797,0.4762396891671753
9,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.510352333057328,0.4663417784381988
29,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5720544770859236,0.4707089657243063
25,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5866685862366829,0.4543365526789634
37,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,10,0.4999109714179544,0.4704407875014078
17,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5181481481481482,0.4762176297668582
33,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5222029521818352,0.4666786044018736
45,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.5128651231760726,0.4678496774490727
49,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,0.4673272681107568,0.4846940066837298
41,beta,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,0.5029175143939247,0.47537761096804054
