seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
19,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5251115948418384,0.4671241698192623
42,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5658731708974174,0.4769454730495577
38,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5159746244890786,0.4675933236286728
27,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5153932064260991,0.4809369388004471
9,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5103517242219083,0.4732281086488831
12,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.515138740132153,0.4690992484796815
44,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5271892605592441,0.469580518578141
32,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.514579556547204,0.4737286500221559
40,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4889817222392169,0.4691817202899976
16,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4985473832781431,0.4781131842655423
21,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5031528304537154,0.4669256312072379
24,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5684487951807229,0.4711203566039241
36,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5377536804308797,0.4827221850763616
28,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.567803725313548,0.4749087264808505
13,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5155183804632748,0.4792989275327973
49,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4673186945811995,0.4903725813019103
45,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5134132394391564,0.4706389039102082
33,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5222029521818352,0.4725929407013058
17,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.518150205761317,0.4821977905737827
41,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5029187637309953,0.4801213629102411
37,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.4999167776298269,0.4749940012251871
29,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,50,2,0.5720544770859236,0.4771277093308208
25,bernoulli,1,64,1.0,1.0,raw,transport_binary_strength,1,64,64.0,20,2,0.5859922377387465,0.46152797959877784
