seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.448625919752435,0.5337129504366007,0.4120106691870168,0.7557613377565577
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.4402818114373036,0.5472043420713715,0.4134689971851587,0.7474084172448234
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4480903218629915,0.5255823391956709,0.414572994863656,0.7642500563099075
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.4513189067959006,0.5156898500102732,0.4051382919550948,0.7493677470766948
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4406373407786563,0.5189936932089148,0.4139099559855633,0.7560555058327918
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,4,0.4504674887267367,0.5163316320255811,0.41530489318288,0.7514044455629183
0,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.4545352956330193,0.5276843139335481,0.4090867767823676,0.7608431251288394
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4506310363079531,0.515031718717896,0.410448732995257,0.7577789937079075
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,4,0.4398864135919989,0.4993034604467544,0.4163736584703907,0.7622714281462224
4,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.4544968392101704,0.5564652674283822,0.3998154579579137,0.7768731721382379
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,5,0.4509394323528336,0.5182037879719591,0.4173030007597962,0.7573180286248982
0,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4548800286960878,0.5122645481275094,0.4109253711143396,0.7665764790764792
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,4,0.4509858577756629,0.5181535083213479,0.4117427659676033,0.7618926152305163
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,5,0.4395733817120582,0.520300063501455,0.4188204670444163,0.7552494433011671
4,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4549307686933608,0.5182642683667273,0.4068091469311661,0.7773606019414809
6,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,2,0.4506381291925173,0.5275902115603113,0.4097760754644521,0.7606129133888403
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,6,0.4511997164768485,0.5070741606198499,0.419040002325649,0.7559481684681203
0,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,4,0.4550044282498601,0.5107324636917211,0.4111559356203477,0.75924654710369
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,5,0.4519130184541707,0.5234606148551468,0.4119684963878055,0.7539564229702883
2,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,6,0.4418116201947014,0.5046672931803518,0.4206136461343839,0.7524517591129366
4,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,4,0.4547210569550618,0.5443354308108406,0.4077679262611946,0.787301767104667
6,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,3,0.4497550416847244,0.5313942701816455,0.4103862843991073,0.7637690920361034
3,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,7,0.451449222282055,0.5207502152256795,0.4191016770155678,0.7591884212926531
1,beta,1,32,1.0,1.0,raw,transport_binary_strength,1,6,0.4522437701642323,0.5070240266077666,0.4157649614827063,0.7555265062007824
