seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,64,1.0,raw,64,0.5837927325416825,0.4520122908075277,25,2,30,2
34,bernoulli,1,64,1.0,raw,64,0.5957617216945575,0.4486484888548948,16,2,30,2
15,bernoulli,1,64,1.0,raw,64,0.6163503391364484,0.4458256826308789,3,2,30,2
35,bernoulli,1,64,1.0,raw,64,0.6202925468432987,0.4337770229353768,4,2,30,2
23,bernoulli,1,64,1.0,raw,64,0.6196462073715208,0.4417839797184483,6,2,30,2
19,bernoulli,1,64,1.0,raw,64,0.5840698604098419,0.4436629848056371,10,2,30,2
3,bernoulli,1,64,1.0,raw,64,0.5979242179036206,0.4445800110902269,25,2,30,2
10,bernoulli,1,64,1.0,raw,64,0.6098849012355763,0.4386505767190156,2,2,30,2
46,bernoulli,1,64,1.0,raw,64,0.6175556717497654,0.4429987310257899,2,2,30,2
6,bernoulli,1,64,1.0,raw,64,0.611075241046832,0.4455874079702344,9,2,30,2
39,bernoulli,1,64,1.0,raw,64,0.6192520454621693,0.4371742500386001,5,2,30,2
7,bernoulli,1,64,1.0,raw,64,0.6304964379957092,0.4408901539559495,3,2,30,2
47,bernoulli,1,64,1.0,raw,64,0.6058129857741482,0.4357173226929628,2,2,30,2
27,bernoulli,1,64,1.0,raw,64,0.5973371532174913,0.4529416765778704,9,2,30,2
2,bernoulli,1,64,1.0,raw,64,0.5728945926196565,0.4443670911661912,16,2,30,2
38,bernoulli,1,64,1.0,raw,64,0.6184874458153979,0.4361566457629774,3,2,30,2
22,bernoulli,1,64,1.0,raw,64,0.632376631203208,0.4395624152023036,2,2,30,2
11,bernoulli,1,64,1.0,raw,64,0.6016540352924366,0.44726186026109,6,2,30,2
18,bernoulli,1,64,1.0,raw,64,0.6029868748762758,0.4492648888818308,4,2,30,2
31,bernoulli,1,64,1.0,raw,64,0.5888543988576205,0.4516171656588169,12,2,30,2
26,bernoulli,1,64,1.0,raw,64,0.5884364151423215,0.4472809668162733,4,2,30,2
30,bernoulli,1,64,1.0,raw,64,0.6104349169364649,0.4533608086086905,8,2,30,2
43,bernoulli,1,64,1.0,raw,64,0.6040951221516009,0.444545084598917,23,2,30,2
14,bernoulli,1,64,1.0,raw,64,0.5772290772290771,0.4469236874233722,6,2,30,2
1,bernoulli,1,64,1.0,raw,64,0.6059875831815309,0.4484765265094047,2,2,30,2
40,bernoulli,1,64,1.0,raw,64,0.6140052875377283,0.4391247009528249,5,2,30,2
24,bernoulli,1,64,1.0,raw,64,0.6121109343812375,0.4409815677977478,21,2,30,2
42,bernoulli,1,64,1.0,raw,64,0.6084286453071631,0.4459734077940118,12,2,30,2
20,bernoulli,1,64,1.0,raw,64,0.6211173335553983,0.4292144425505476,8,2,30,2
36,bernoulli,1,64,1.0,raw,64,0.5961477199500191,0.4508591926665558,5,2,30,2
8,bernoulli,1,64,1.0,raw,64,0.6092288493717917,0.4460767077983636,6,2,30,2
48,bernoulli,1,64,1.0,raw,64,0.6139913430819086,0.4436867635290662,18,2,30,2
16,bernoulli,1,64,1.0,raw,64,0.6166814312259625,0.4391131293812265,26,2,30,2
44,bernoulli,1,64,1.0,raw,64,0.605198519763516,0.4378265966995426,7,2,30,2
28,bernoulli,1,64,1.0,raw,64,0.6223844267758522,0.4480602086152678,3,2,30,2
32,bernoulli,1,64,1.0,raw,64,0.5946000200742748,0.4455148003150158,3,2,30,2
4,bernoulli,1,64,1.0,raw,64,0.5994973793018644,0.44999069561876,10,2,30,2
12,bernoulli,1,64,1.0,raw,64,0.6005255821592763,0.4386177940015895,4,2,30,2
5,bernoulli,1,64,1.0,raw,64,0.6197276079264894,0.4295483103639312,19,2,30,2
9,bernoulli,1,64,1.0,raw,64,0.6163427330262518,0.4433095290610045,2,2,30,2
21,bernoulli,1,64,1.0,raw,64,0.6347166455339532,0.4357895111143497,17,2,30,2
33,bernoulli,1,64,1.0,raw,64,0.5977876568364151,0.4397233259494178,5,2,30,2
25,bernoulli,1,64,1.0,raw,64,0.6113564574319975,0.4379228353776683,2,2,30,2
49,bernoulli,1,64,1.0,raw,64,0.6006846000090657,0.4549885280965476,4,2,30,2
37,bernoulli,1,64,1.0,raw,64,0.6022382198952879,0.4486796917999119,12,2,30,2
17,bernoulli,1,64,1.0,raw,64,0.6053030425534104,0.4486178650149136,3,2,30,2
29,bernoulli,1,64,1.0,raw,64,0.6096055764622814,0.4377242092822395,16,2,30,2
45,bernoulli,1,64,1.0,raw,64,0.6256888735973537,0.438310621504795,2,2,30,2
41,bernoulli,1,64,1.0,raw,64,0.6288877620013523,0.442432897566174,6,2,30,2
13,bernoulli,1,64,1.0,raw,64,0.5987243883418747,0.4517711111338632,12,2,30,2
