seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_rasch,rmse_rasch
3,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5114930512852047,0.4715112578938175
2,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4935044897313811,0.4644728070091983
0,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.4901588562079199,0.474124048068647
6,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5354126217083028,0.4701987607429704
1,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.4280229093897678,0.4791321966654368
4,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.50280951592427,0.4742601153512062
5,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.482038802915837,0.4684766926316375
11,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5744279561523803,0.4655613209236691
9,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5041690005357752,0.4692572074828443
7,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4251477816599229,0.4796744813923123
10,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5521580335714131,0.4674514426804135
16,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4973412866946183,0.4724163833937393
45,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4997805733908464,0.4710567934334144
34,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4974838744877422,0.4732591393772679
8,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5303377547264839,0.4686564829047994
46,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5087863697725183,0.4716318552472921
42,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.563411611530916,0.4705820996462133
47,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.543559297597356,0.4670244723479418
14,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5147628432531861,0.4638048150140794
30,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5359164167916042,0.4756332311281436
26,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.4320829625238302,0.4689775391499413
18,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4859614985390762,0.4807428338066722
27,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5113983721362041,0.4750938925050044
22,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4716931394074382,0.4712221283853849
19,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5068796153422241,0.4654051332003785
38,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5065530238994602,0.4641418286474725
15,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5125235192739462,0.4687616982589753
31,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5313335892320458,0.4687003109345118
23,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.531073144009145,0.4632221595943893
39,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5470654715045683,0.4630707981654824
43,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.541585167691081,0.4704986539703882
28,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5589014752069151,0.4695708240709024
35,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.503757088791576,0.4730223821824531
12,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5118797414427331,0.4641238817406458
25,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.5815749772051061,0.4558038287083994
44,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.523151700172041,0.4632489712616748
24,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5670713258439162,0.4677120160451332
48,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5233818564770554,0.4599138142608526
32,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.488334960256589,0.4643223186096116
40,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4743897853573978,0.4676121889738999
20,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4873793978269561,0.4599881984140117
17,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5093940329218107,0.4748356126876963
36,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.526781328545781,0.4753653702183082
29,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5750986958534128,0.4719450147109054
49,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4521867446638022,0.4825364721922429
21,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,20,2,0.483676780446692,0.4657461399229646
13,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5048028353138115,0.4758750303201788
33,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.5173754685469917,0.4656594436502199
41,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.4957706816820325,0.4746251986656145
37,beta,1,8,1.0,1.0,raw,transport_binary_strength,1,8,8.0,50,2,0.48524383509326063,0.4706723848174303
