seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_knn,rmse_knn
0,beta,1,max,1.0,pca,max,0.7033188317000455,0.4246063646422133
1,beta,1,max,1.0,pca,max,0.7403029972262174,0.409199971354065
10,beta,1,max,1.0,pca,max,0.7275010390465276,0.4065391905052596
11,beta,1,max,1.0,pca,max,0.7317628183117846,0.4112633251072109
12,beta,1,max,1.0,pca,max,0.7512867980440533,0.3915283629385343
13,beta,1,max,1.0,pca,max,0.7305076759190843,0.4147390560364125
14,beta,1,max,1.0,pca,max,0.654317998385795,0.4352475151087487
15,beta,1,max,1.0,pca,max,0.7114250967123085,0.4222436106939792
16,beta,1,max,1.0,pca,max,0.7334545710006737,0.40403604617043
17,beta,1,max,1.0,pca,max,0.6797626886145404,0.4333103903632844
18,beta,1,max,1.0,pca,max,0.7633198137205994,0.3992701226790496
19,beta,1,max,1.0,pca,max,0.7171490962195526,0.4089827325272393
2,beta,1,max,1.0,pca,max,0.716782554696685,0.4033380093513644
20,beta,1,max,1.0,pca,max,0.6948823816467158,0.4078122873415337
21,beta,1,max,1.0,pca,max,0.6605183312262958,0.4310996173488394
22,beta,1,max,1.0,pca,max,0.6956905878745803,0.420037293651698
23,beta,1,max,1.0,pca,max,0.7059039341501248,0.4119732166283397
24,beta,1,max,1.0,pca,max,0.705178823401715,0.4162514246667074
25,beta,1,max,1.0,pca,max,0.6582494271283232,0.432105957111531
26,beta,1,max,1.0,pca,max,0.6785845365271538,0.4266205660804475
27,beta,1,max,1.0,pca,max,0.6364219282176915,0.4490010604824634
28,beta,1,max,1.0,pca,max,0.7124027079712922,0.422186877506455
29,beta,1,max,1.0,pca,max,0.7452188854704578,0.4066193808687137
3,beta,1,max,1.0,pca,max,0.6976475833230844,0.4258733527283515
30,beta,1,max,1.0,pca,max,0.671340501624188,0.441908491556935
31,beta,1,max,1.0,pca,max,0.7621155135574149,0.3882291179329763
32,beta,1,max,1.0,pca,max,0.6335106679682052,0.4449914142766208
33,beta,1,max,1.0,pca,max,0.7116525286304243,0.4103362642075593
34,beta,1,max,1.0,pca,max,0.7269180872475084,0.4119231178297644
35,beta,1,max,1.0,pca,max,0.7723175521170998,0.3923990401030727
36,beta,1,max,1.0,pca,max,0.6508725314183125,0.4409940702511124
37,beta,1,max,1.0,pca,max,0.7467362637929789,0.401915535313765
38,beta,1,max,1.0,pca,max,0.6936716912975815,0.41432090109817
39,beta,1,max,1.0,pca,max,0.7443936520432263,0.3917150927427309
4,beta,1,max,1.0,pca,max,0.6784066760501187,0.43360809783566
40,beta,1,max,1.0,pca,max,0.7376064290812685,0.4006543291279586
41,beta,1,max,1.0,pca,max,0.7293095726080349,0.4138161988328555
42,beta,1,max,1.0,pca,max,0.730589905385445,0.4115088548507121
43,beta,1,max,1.0,pca,max,0.7061791194409962,0.4181224682935126
44,beta,1,max,1.0,pca,max,0.686696725179408,0.4224714019509307
45,beta,1,max,1.0,pca,max,0.7312063060385842,0.4027819423167926
46,beta,1,max,1.0,pca,max,0.728721768248315,0.4116943221835062
47,beta,1,max,1.0,pca,max,0.7794054615804648,0.376007514769454
48,beta,1,max,1.0,pca,max,0.5933384619980879,0.4635458545995686
49,beta,1,max,1.0,pca,max,0.6994763551947345,0.4277724157688151
5,beta,1,max,1.0,pca,max,0.7479430578238714,0.3850922722906135
6,beta,1,max,1.0,pca,max,0.6716327968819663,0.4308832004631069
7,beta,1,max,1.0,pca,max,0.7881720928078544,0.380728302922902
8,beta,1,max,1.0,pca,max,0.7243999278436387,0.4104991387835632
9,beta,1,max,1.0,pca,max,0.7245257172081243,0.4102262164793727
