seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
1,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5220160671926845,0.4663854405858366
0,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4595293526196721,0.4772591892145081
2,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5675482537624219,0.4695241099241568
4,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4791832282966822,0.4723504866593794
7,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.473875254982611,0.484341127995601
5,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4431041228542084,0.4829190275575046
6,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.4083349650393819,0.4644403710952247
14,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5049173598949211,0.467759134157543
19,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5029175057410351,0.4732570297930209
29,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5341105036242071,0.4804213740864527
22,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5962181705934742,0.4717993258750388
27,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4915912201888803,0.4801119898746816
46,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4585538278627378,0.4715020929403364
10,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4782081407293272,0.4820478433383701
18,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5088673680854455,0.4820765444652028
23,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4801097375105843,0.4757106077119741
31,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5511342417413927,0.4690091529361772
43,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5526130597429535,0.4730153571795215
49,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.557826265722988,0.4672872927944723
44,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5058358924382699,0.4715175310437609
16,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4865818856468207,0.4886416516612667
32,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.476196083482058,0.4837211379477698
42,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5388738724854969,0.472845811899505
38,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4852248693867722,0.4782361362669252
25,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4337201029941244,0.481613624973058
48,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5328112241110534,0.4737446446480935
9,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5672991071428571,0.467031220544257
20,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4767936672459931,0.4712065699217673
13,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5811555167309699,0.4731053512302856
35,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4872402629075921,0.4621662475724125
12,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.504007740717515,0.4788367614614526
