seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,pre_population_match,pre_population_match_version,agent_batch_size,effective_pre_weight_sum,selected_knn_k,knn_selection_version,auc_2pl,rmse_2pl
11,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.492209779172174,0.4773966571063562
26,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5451084289691361,0.4652065015717777
41,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,20,2,0.5214980756834642,0.4775615132989014
30,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4648756332827661,0.4809604857654729
37,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5477047634632318,0.4685340542879503
34,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4958454223081882,0.4690696897724475
28,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5572269677454124,0.4821928770367497
15,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4829065588499551,0.4503890508142837
39,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4875511440498618,0.4699604776434257
45,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5855924305174085,0.4719631535879559
47,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4654935688035932,0.4868295681168018
40,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5167107829478963,0.4837926779016305
21,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.514548240735074,0.4706027608533514
17,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.588933373404636,0.4622861238788843
3,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5473459729925247,0.4745557778318317
8,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.500362333978283,0.4632569646018431
33,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4644238917134957,0.4802083651224761
24,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.5313544877391155,0.4705316064882268
36,bernoulli,1,32,0.7,1.0,raw,transport_binary_strength,1,32,32.0,50,2,0.4925449104942651,0.47950018975131803
