seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,beta,1,4,1.0,raw,4,0.5251196172248804,0.4516583911758163,10,2,30,2
6,beta,1,4,1.0,raw,4,0.5119940029985008,0.4627932353521039,15,2,30,2
38,beta,1,4,1.0,raw,4,0.5113102859581733,0.4164715270216536,18,2,30,2
3,beta,1,4,1.0,raw,4,0.516370808678501,0.4558142246614899,28,2,30,2
47,beta,1,4,1.0,raw,4,0.5238095238095237,0.4666836972478267,13,2,30,2
31,beta,1,4,1.0,raw,4,0.4879908501715593,0.452744587346145,27,2,30,2
7,beta,1,4,1.0,raw,4,0.7039473684210527,0.4156045449751859,22,2,30,2
30,beta,1,4,1.0,raw,4,0.5882352941176471,0.4506516698439602,18,2,30,2
42,beta,1,4,1.0,raw,4,0.5007974481658692,0.4415109223346425,4,2,30,2
26,beta,1,4,1.0,raw,4,0.6028985507246376,0.426938767117583,7,2,30,2
27,beta,1,4,1.0,raw,4,0.5458874458874459,0.4226042484580808,24,2,30,2
46,beta,1,4,1.0,raw,4,0.5627586206896551,0.4656750754497375,24,2,30,2
34,beta,1,4,1.0,raw,4,0.4793853073463268,0.4533881212738485,13,2,30,2
23,beta,1,4,1.0,raw,4,0.5618440779610194,0.4571323283001603,8,2,30,2
19,beta,1,4,1.0,raw,4,0.635621521335807,0.4241001293491597,13,2,30,2
15,beta,1,4,1.0,raw,4,0.5655381944444444,0.4308747448777964,2,2,30,2
39,beta,1,4,1.0,raw,4,0.5981481481481481,0.4476847454808039,4,2,30,2
11,beta,1,4,1.0,raw,4,0.59593837535014,0.4608785947240982,19,2,30,2
35,beta,1,4,1.0,raw,4,0.4703898050974512,0.4359455422374008,21,2,30,2
43,beta,1,4,1.0,raw,4,0.5141843971631206,0.4610506177562782,17,2,30,2
2,beta,1,4,1.0,raw,4,0.5001972386587772,0.4505314430648645,5,2,30,2
22,beta,1,4,1.0,raw,4,0.634074074074074,0.4502120273490907,11,2,30,2
18,beta,1,4,1.0,raw,4,0.5503787878787878,0.4700978134467553,10,2,30,2
10,beta,1,4,1.0,raw,4,0.5205936920222635,0.463198499059716,23,2,30,2
14,beta,1,4,1.0,raw,4,0.6049382716049383,0.4016644938332339,22,2,30,2
28,beta,1,4,1.0,raw,4,0.5242905242905243,0.4051067882906513,20,2,30,2
44,beta,1,4,1.0,raw,4,0.4632100648112848,0.4559163245133181,23,2,30,2
12,beta,1,4,1.0,raw,4,0.4957757296466973,0.4451390313366314,25,2,30,2
36,beta,1,4,1.0,raw,4,0.4561111111111111,0.4561429479501497,21,2,30,2
24,beta,1,4,1.0,raw,4,0.5007127583749109,0.455271847467252,12,2,30,2
48,beta,1,4,1.0,raw,4,0.56796875,0.4469530270887593,6,2,30,2
20,beta,1,4,1.0,raw,4,0.5819444444444444,0.4493737989788957,14,2,30,2
8,beta,1,4,1.0,raw,4,0.4929629629629629,0.4680877776174628,12,2,30,2
16,beta,1,4,1.0,raw,4,0.496641791044776,0.4504127556557232,5,2,30,2
40,beta,1,4,1.0,raw,4,0.5207166853303471,0.4656785793328056,19,2,30,2
4,beta,1,4,1.0,raw,4,0.4793853073463268,0.4730547651519613,27,2,30,2
32,beta,1,4,1.0,raw,4,0.6475694444444444,0.4626103611031527,22,2,30,2
25,beta,1,4,1.0,raw,4,0.567578125,0.4486817010689966,5,2,30,2
13,beta,1,4,1.0,raw,4,0.6189075630252101,0.4183054129654062,18,2,30,2
41,beta,1,4,1.0,raw,4,0.4953125,0.4419088456169561,10,2,30,2
49,beta,1,4,1.0,raw,4,0.5848214285714285,0.4519768671576715,30,2,30,2
37,beta,1,4,1.0,raw,4,0.5209027007029227,0.4615995372615772,13,2,30,2
33,beta,1,4,1.0,raw,4,0.5045454545454545,0.4502457034029397,27,2,30,2
9,beta,1,4,1.0,raw,4,0.4665178571428571,0.4532644945037387,10,2,30,2
17,beta,1,4,1.0,raw,4,0.5837053571428571,0.4688626630813155,24,2,30,2
45,beta,1,4,1.0,raw,4,0.511317254174397,0.4645145436608314,17,2,30,2
1,beta,1,4,1.0,raw,4,0.5225424981522543,0.449445683752399,9,2,30,2
29,beta,1,4,1.0,raw,4,0.4082500924898261,0.4446347081044428,17,2,30,2
21,beta,1,4,1.0,raw,4,0.4820569737328893,0.4650979989622888,26,2,30,2
5,beta,1,4,1.0,raw,4,0.49270879363676534,0.4310859464884136,13,2,30,2
