seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_mirt,rmse_mirt,selected_mirt_dim,mirt_sweep_min,mirt_sweep_max,mirt_selection_version
0,bernoulli,1,none,1.0,1.0,raw,1,50,0.5107305870325841,0.4414391463182998,30,30,30,2
2,bernoulli,1,none,1.0,1.0,raw,1,50,0.56102773556231,0.4354210573489138,30,30,30,2
4,bernoulli,1,none,1.0,1.0,raw,1,50,0.6198502747038956,0.4297974532504135,30,30,30,2
6,bernoulli,1,none,1.0,1.0,raw,1,20,0.5556235201262826,0.4586098624263199,30,30,30,2
12,bernoulli,1,none,1.0,1.0,raw,1,50,0.5766613672496026,0.4307651703842616,30,30,30,2
8,bernoulli,1,none,1.0,1.0,raw,1,10,0.5837261520617407,0.4358430890084933,30,30,30,2
14,bernoulli,1,none,1.0,1.0,raw,1,20,0.5512943913891376,0.4247270885931942,30,30,30,2
10,bernoulli,1,none,1.0,1.0,raw,1,10,0.5678030303030303,0.4303331898997565,30,30,30,2
1,bernoulli,1,none,1.0,1.0,raw,1,50,0.5850307877415245,0.4450332535684616,30,30,30,2
3,bernoulli,1,none,1.0,1.0,raw,1,50,0.6189146049481246,0.4301898793780017,30,30,30,2
13,bernoulli,1,none,1.0,1.0,raw,1,50,0.5626430679279627,0.4417299079902592,30,30,30,2
16,bernoulli,1,none,1.0,1.0,raw,1,5,0.5299630934756772,0.4531193436894405,30,30,30,2
5,bernoulli,1,none,1.0,1.0,raw,1,20,0.5707750467028523,0.4357113036013448,30,30,30,2
9,bernoulli,1,none,1.0,1.0,raw,1,50,0.4932263513513513,0.4428311028136613,30,30,30,2
15,bernoulli,1,none,1.0,1.0,raw,1,50,0.5933036388343651,0.4314086774172634,30,30,30,2
7,bernoulli,1,none,1.0,1.0,raw,1,10,0.5057503830928362,0.4619868505441705,30,30,30,2
11,bernoulli,1,none,1.0,1.0,raw,1,50,0.6004759386567953,0.4317710989969293,30,30,30,2
18,bernoulli,1,none,1.0,1.0,raw,1,50,0.6448787226262543,0.429926181739061,30,30,30,2
17,bernoulli,1,none,1.0,1.0,raw,1,50,0.5297863900805078,0.4336406751104916,30,30,30,2
20,bernoulli,1,none,1.0,1.0,raw,1,5,0.5826059465794831,0.4398006336768348,30,30,30,2
19,bernoulli,1,none,1.0,1.0,raw,1,10,0.6106749700091736,0.4206453168533739,30,30,30,2
22,bernoulli,1,none,1.0,1.0,raw,1,50,0.5622183778564532,0.4404218381194939,30,30,30,2
24,bernoulli,1,none,1.0,1.0,raw,1,50,0.5557687709230033,0.4526523064786229,30,30,30,2
26,bernoulli,1,none,1.0,1.0,raw,1,50,0.5411097040476525,0.443082445681256,30,30,30,2
28,bernoulli,1,none,1.0,1.0,raw,1,20,0.5460749134403525,0.4453707372497275,30,30,30,2
21,bernoulli,1,none,1.0,1.0,raw,1,50,0.6527601685913031,0.4240851436014655,30,30,30,2
30,bernoulli,1,none,1.0,1.0,raw,1,50,0.6172775972315647,0.4289974914668619,30,30,30,2
32,bernoulli,1,none,1.0,1.0,raw,1,50,0.5391791670861439,0.4231295123627402,30,30,30,2
34,bernoulli,1,none,1.0,1.0,raw,1,50,0.5581817553081125,0.429844671461254,30,30,30,2
23,bernoulli,1,none,1.0,1.0,raw,1,50,0.5721127649201296,0.4392764266070121,30,30,30,2
36,bernoulli,1,none,1.0,1.0,raw,1,50,0.5535569599740723,0.4352313040311897,30,30,30,2
25,bernoulli,1,none,1.0,1.0,raw,1,50,0.5553557753138215,0.441614844397898,30,30,30,2
38,bernoulli,1,none,1.0,1.0,raw,1,50,0.6120519238430259,0.4327380181686229,30,30,30,2
29,bernoulli,1,none,1.0,1.0,raw,1,50,0.5609579262035426,0.4344734341080044,30,30,30,2
27,bernoulli,1,none,1.0,1.0,raw,1,50,0.5504573532905678,0.4327929550880847,30,30,30,2
31,bernoulli,1,none,1.0,1.0,raw,1,50,0.5997056061262823,0.4192470184418053,30,30,30,2
35,bernoulli,1,none,1.0,1.0,raw,1,20,0.6230964373146362,0.4299955824137144,30,30,30,2
33,bernoulli,1,none,1.0,1.0,raw,1,20,0.5640776279391425,0.4351041451014954,30,30,30,2
37,bernoulli,1,none,1.0,1.0,raw,1,50,0.5778600662638862,0.437087954898883,30,30,30,2
40,bernoulli,1,none,1.0,1.0,raw,1,50,0.5131143831801727,0.4272645434074502,30,30,30,2
39,bernoulli,1,none,1.0,1.0,raw,1,50,0.5540687960009391,0.4412200670112554,30,30,30,2
42,bernoulli,1,none,1.0,1.0,raw,1,10,0.5775939315288592,0.4325376829368041,30,30,30,2
44,bernoulli,1,none,1.0,1.0,raw,1,20,0.5487291148240313,0.4223514974196127,30,30,30,2
46,bernoulli,1,none,1.0,1.0,raw,1,20,0.5267098127069615,0.4500789533335012,30,30,30,2
48,bernoulli,1,none,1.0,1.0,raw,1,50,0.5030977788463317,0.4175401789924825,30,30,30,2
41,bernoulli,1,none,1.0,1.0,raw,1,50,0.5619594534072474,0.4185046210096546,30,30,30,2
43,bernoulli,1,none,1.0,1.0,raw,1,50,0.5260842676455333,0.4521699245282554,30,30,30,2
47,bernoulli,1,none,1.0,1.0,raw,1,20,0.5597680387869569,0.4160655712537511,30,30,30,2
45,bernoulli,1,none,1.0,1.0,raw,1,50,0.5966977466977467,0.4476495452698318,30,30,30,2
49,bernoulli,1,none,1.0,1.0,raw,1,50,0.5351893939393939,0.4393533551024745,30,30,30,2
