seed,model_type,n_samples,pre_revision,j_percentage,baseline_embedding_type,agent_batch_size,auc_rasch,rmse_rasch
0,bernoulli,1,32,0.5,pca,32,0.6123780837636259,0.5009477395137368
1,bernoulli,1,32,0.5,pca,32,0.5871397951893308,0.5345843802828607
10,bernoulli,1,32,0.5,pca,32,0.6042892156862745,0.5460602003714731
11,bernoulli,1,32,0.5,pca,32,0.6293009118541033,0.553824465246239
12,bernoulli,1,32,0.5,pca,32,0.6164124909222949,0.5486588946858472
13,bernoulli,1,32,0.5,pca,32,0.6270643747893495,0.4958211044465083
14,bernoulli,1,32,0.5,pca,32,0.5988563458856346,0.5052442898359211
15,bernoulli,1,32,0.5,pca,32,0.6547127115308933,0.5123901621652112
16,bernoulli,1,32,0.5,pca,32,0.6031198440077996,0.5996797004737178
17,bernoulli,1,32,0.5,pca,32,0.5877925559336014,0.5202881311890333
18,bernoulli,1,32,0.5,pca,32,0.6280837218337219,0.5748794802536541
19,bernoulli,1,32,0.5,pca,32,0.6022503516174402,0.6017135826726989
2,bernoulli,1,32,0.5,pca,32,0.5658404732762138,0.5854112932585326
20,bernoulli,1,32,0.5,pca,32,0.5814117647058823,0.5700109546846804
21,bernoulli,1,32,0.5,pca,32,0.6015151515151514,0.49395914476967
22,bernoulli,1,32,0.5,pca,32,0.6580086580086579,0.5429843378916916
23,bernoulli,1,32,0.5,pca,32,0.6001461988304093,0.5090615390419598
24,bernoulli,1,32,0.5,pca,32,0.5986692015209125,0.5549296535552029
25,bernoulli,1,32,0.5,pca,32,0.5537626449543548,0.5613718906402267
26,bernoulli,1,32,0.5,pca,32,0.6187171244886032,0.5840018789672672
27,bernoulli,1,32,0.5,pca,32,0.6163151364764268,0.5455598002627111
28,bernoulli,1,32,0.5,pca,32,0.594651789149673,0.5541920934546771
29,bernoulli,1,32,0.5,pca,32,0.5860234860695371,0.59434647464594
3,bernoulli,1,32,0.5,pca,32,0.616064491064491,0.5632355701902554
30,bernoulli,1,32,0.5,pca,32,0.6245410036719705,0.5814088142992535
31,bernoulli,1,32,0.5,pca,32,0.5842912946428571,0.5013271540197974
32,bernoulli,1,32,0.5,pca,32,0.6099796838610574,0.6470066738182437
33,bernoulli,1,32,0.5,pca,32,0.5898022469625337,0.4805524799613558
34,bernoulli,1,32,0.5,pca,32,0.6367781155015197,0.556868228892595
35,bernoulli,1,32,0.5,pca,32,0.6254537205081669,0.5435902996781584
36,bernoulli,1,32,0.5,pca,32,0.6502641844847169,0.4702691257791511
37,bernoulli,1,32,0.5,pca,32,0.6138461907388313,0.632366376377294
38,bernoulli,1,32,0.5,pca,32,0.5984866714793723,0.4647041399656617
39,bernoulli,1,32,0.5,pca,32,0.5793844409945541,0.5695724650306283
4,bernoulli,1,32,0.5,pca,32,0.5999362871326556,0.5084001515462546
40,bernoulli,1,32,0.5,pca,32,0.6551451317806458,0.5706426892667187
41,bernoulli,1,32,0.5,pca,32,0.5886477778830663,0.5161361761437528
42,bernoulli,1,32,0.5,pca,32,0.5676557070302058,0.5111875324745975
43,bernoulli,1,32,0.5,pca,32,0.6509443752594437,0.5566210826990364
44,bernoulli,1,32,0.5,pca,32,0.6253968253968254,0.6102441800069299
45,bernoulli,1,32,0.5,pca,32,0.6162455441392325,0.5461202044757764
46,bernoulli,1,32,0.5,pca,32,0.5901329170805544,0.5500595288139538
47,bernoulli,1,32,0.5,pca,32,0.6486986908673655,0.5938100784424226
48,bernoulli,1,32,0.5,pca,32,0.6300252188102655,0.54022792941956
49,bernoulli,1,32,0.5,pca,32,0.5529251700680272,0.6018493018204988
5,bernoulli,1,32,0.5,pca,32,0.5506792539719089,0.6624555779804938
6,bernoulli,1,32,0.5,pca,32,0.5877897117015263,0.4742399434062535
7,bernoulli,1,32,0.5,pca,32,0.5867194780987884,0.5599723822731719
8,bernoulli,1,32,0.5,pca,32,0.5954941116231438,0.5322948167064447
9,bernoulli,1,32,0.5,pca,32,0.6173503378699915,0.5228241985628826
