seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,mirt_dim,rmse_mirt,auc_mirt,val_rmse_mirt,val_auc_mirt
0,bernoulli,1,none,1.0,1.0,raw,30,0.4414391463182998,0.5107305870325841,0.320267720697781,0.902643594208116
2,bernoulli,1,none,1.0,1.0,raw,30,0.4354210573489138,0.56102773556231,0.4382642134076891,0.6136019265587371
4,bernoulli,1,none,1.0,1.0,raw,30,0.4297974532504135,0.6198502747038956,0.3433686763992137,0.876865671641791
6,bernoulli,1,none,1.0,1.0,raw,30,0.4586098624263199,0.5556235201262826,0.3655611504125312,0.8216748768472906
12,bernoulli,1,none,1.0,1.0,raw,30,0.4307651703842616,0.5766613672496026,0.4153345828647299,0.6991513150272274
8,bernoulli,1,none,1.0,1.0,raw,30,0.4358430890084933,0.5837261520617407,0.4718750890516993,0.606977494668313
14,bernoulli,1,none,1.0,1.0,raw,30,0.4247270885931942,0.5512943913891376,0.3098866624303278,0.9110436432637572
10,bernoulli,1,none,1.0,1.0,raw,30,0.4303331898997565,0.5678030303030303,0.3194151263961624,0.908023071078262
1,bernoulli,1,none,1.0,1.0,raw,30,0.4450332535684616,0.5850307877415245,0.3160412295876391,0.9092707079927528
3,bernoulli,1,none,1.0,1.0,raw,30,0.4301898793780017,0.6189146049481246,0.3276254961846184,0.8974725112916867
13,bernoulli,1,none,1.0,1.0,raw,30,0.4417299079902592,0.5626430679279627,0.3082437220187043,0.9088173602117235
16,bernoulli,1,none,1.0,1.0,raw,30,0.4531193436894405,0.5299630934756772,0.3272036605458235,0.922737998287707
5,bernoulli,1,none,1.0,1.0,raw,30,0.4357113036013448,0.5707750467028523,0.3068391679560957,0.9218838660866276
9,bernoulli,1,none,1.0,1.0,raw,30,0.4428311028136613,0.4932263513513513,0.4314648542213792,0.5964359928056298
15,bernoulli,1,none,1.0,1.0,raw,30,0.4314086774172634,0.5933036388343651,0.3104561727248355,0.9125899083072532
7,bernoulli,1,none,1.0,1.0,raw,30,0.4619868505441705,0.5057503830928362,0.4433562492899007,0.6779535257249603
11,bernoulli,1,none,1.0,1.0,raw,30,0.4317710989969293,0.6004759386567953,0.3208211140452504,0.9033259653243076
18,bernoulli,1,none,1.0,1.0,raw,30,0.429926181739061,0.6448787226262543,0.4505715111984799,0.6033336441787293
17,bernoulli,1,none,1.0,1.0,raw,30,0.4336406751104916,0.5297863900805078,0.3136018995662069,0.911408842625992
20,bernoulli,1,none,1.0,1.0,raw,30,0.4398006336768348,0.5826059465794831,0.4370556516248539,0.6009331406308911
19,bernoulli,1,none,1.0,1.0,raw,30,0.4206453168533739,0.6106749700091736,0.4557461399368982,0.5983890842632846
22,bernoulli,1,none,1.0,1.0,raw,30,0.4404218381194939,0.5622183778564532,0.3156369476134355,0.9037292387052888
24,bernoulli,1,none,1.0,1.0,raw,30,0.4526523064786229,0.5557687709230033,0.4304118207059866,0.6892728063359448
26,bernoulli,1,none,1.0,1.0,raw,30,0.443082445681256,0.5411097040476525,0.3023487095586227,0.9152955557253286
28,bernoulli,1,none,1.0,1.0,raw,30,0.4453707372497275,0.5460749134403525,0.3807895302919036,0.7612860993453987
21,bernoulli,1,none,1.0,1.0,raw,30,0.4240851436014655,0.6527601685913031,0.3046787578600175,0.922998841882962
30,bernoulli,1,none,1.0,1.0,raw,30,0.4289974914668619,0.6172775972315647,0.4273682337970344,0.6862210474099205
32,bernoulli,1,none,1.0,1.0,raw,30,0.4231295123627402,0.5391791670861439,0.3194777963971899,0.8932816110927699
34,bernoulli,1,none,1.0,1.0,raw,30,0.429844671461254,0.5581817553081125,0.3225086451820703,0.9014242366255708
23,bernoulli,1,none,1.0,1.0,raw,30,0.4392764266070121,0.5721127649201296,0.3005231517832338,0.9164620811287478
36,bernoulli,1,none,1.0,1.0,raw,30,0.4352313040311897,0.5535569599740723,0.2894327009771494,0.930273861543958
25,bernoulli,1,none,1.0,1.0,raw,30,0.441614844397898,0.5553557753138215,0.326743396137752,0.8872633938356891
38,bernoulli,1,none,1.0,1.0,raw,30,0.4327380181686229,0.6120519238430259,0.4252107981015879,0.6899333360994704
29,bernoulli,1,none,1.0,1.0,raw,30,0.4344734341080044,0.5609579262035426,0.3096415681391028,0.9120798097526022
27,bernoulli,1,none,1.0,1.0,raw,30,0.4327929550880847,0.5504573532905678,0.3247058036608902,0.8987342871032711
31,bernoulli,1,none,1.0,1.0,raw,30,0.4192470184418053,0.5997056061262823,0.2992570952105742,0.9277135758338918
35,bernoulli,1,none,1.0,1.0,raw,30,0.4299955824137144,0.6230964373146362,0.3055437722727686,0.914639409189306
33,bernoulli,1,none,1.0,1.0,raw,30,0.4351041451014954,0.5640776279391425,0.4277130191296694,0.692453725676317
37,bernoulli,1,none,1.0,1.0,raw,30,0.437087954898883,0.5778600662638862,0.2953051041378351,0.9297089797935504
40,bernoulli,1,none,1.0,1.0,raw,30,0.4272645434074502,0.5131143831801727,0.3058555539453971,0.9198127173202052
39,bernoulli,1,none,1.0,1.0,raw,30,0.4412200670112554,0.5540687960009391,0.4199310479160273,0.7046427163691649
42,bernoulli,1,none,1.0,1.0,raw,30,0.4325376829368041,0.5775939315288592,0.4915600364705781,0.6018161969035332
44,bernoulli,1,none,1.0,1.0,raw,30,0.4223514974196127,0.5487291148240313,0.4267351157571089,0.6966606209324655
46,bernoulli,1,none,1.0,1.0,raw,30,0.4500789533335012,0.5267098127069615,0.4332344525415192,0.6125907610803948
48,bernoulli,1,none,1.0,1.0,raw,30,0.4175401789924825,0.5030977788463317,0.3193826320467871,0.9039776311527116
41,bernoulli,1,none,1.0,1.0,raw,30,0.4185046210096546,0.5619594534072474,0.311224575842759,0.9088861838101034
43,bernoulli,1,none,1.0,1.0,raw,30,0.4521699245282554,0.5260842676455333,0.3132103119061508,0.9085252548003828
47,bernoulli,1,none,1.0,1.0,raw,30,0.4160655712537511,0.5597680387869569,0.3253258680772203,0.8985906116271967
45,bernoulli,1,none,1.0,1.0,raw,30,0.4476495452698318,0.5966977466977467,0.3266725067404064,0.9095012778890654
49,bernoulli,1,none,1.0,1.0,raw,30,0.4393533551024745,0.5351893939393939,0.3157982577312092,0.9070478132978133
