seed,model_type,n_samples,pre_revision,j_percentage,train_retention,baseline_embedding_type,agent_batch_size,selected_knn_k,auc_knn,rmse_knn
0,bernoulli,1,32,1.0,1.0,raw,32,50,0.6505912446286553,0.4302304219108807
4,bernoulli,1,32,1.0,1.0,raw,32,50,0.6374037718926729,0.4388362199614978
6,bernoulli,1,32,1.0,1.0,raw,32,20,0.6943657893974926,0.4257770153150045
12,bernoulli,1,32,1.0,1.0,raw,32,50,0.6657021425244526,0.4183694754555754
2,bernoulli,1,32,1.0,1.0,raw,32,50,0.6084123913911148,0.4362962887042844
8,bernoulli,1,32,1.0,1.0,raw,32,50,0.6884709778879147,0.4293465562141904
10,bernoulli,1,32,1.0,1.0,raw,32,50,0.6538815161765982,0.4371549744467083
14,bernoulli,1,32,1.0,1.0,raw,32,50,0.6501176470588235,0.4363860867899556
1,bernoulli,1,32,1.0,1.0,raw,32,50,0.6282356358781646,0.4344750289183412
7,bernoulli,1,32,1.0,1.0,raw,32,50,0.6220193340494092,0.4432109298570225
5,bernoulli,1,32,1.0,1.0,raw,32,10,0.6465078940326465,0.4274193984447835
3,bernoulli,1,32,1.0,1.0,raw,32,50,0.6274870216105276,0.4394964917295694
13,bernoulli,1,32,1.0,1.0,raw,32,20,0.6508324290447811,0.4346618384514122
9,bernoulli,1,32,1.0,1.0,raw,32,50,0.6512915241631155,0.4340583786243515
11,bernoulli,1,32,1.0,1.0,raw,32,50,0.64757835916262,0.4278576990998926
15,bernoulli,1,32,1.0,1.0,raw,32,50,0.6682717000513609,0.4304311213169576
16,bernoulli,1,32,1.0,1.0,raw,32,20,0.6658548307484478,0.4139417796224025
18,bernoulli,1,32,1.0,1.0,raw,32,10,0.6790217739819862,0.4349682304137496
20,bernoulli,1,32,1.0,1.0,raw,32,50,0.6383512496459449,0.422454541881471
22,bernoulli,1,32,1.0,1.0,raw,32,20,0.6898540489642184,0.4150577137066113
24,bernoulli,1,32,1.0,1.0,raw,32,50,0.6913516101160591,0.4193566532641511
28,bernoulli,1,32,1.0,1.0,raw,32,50,0.6665734330932569,0.4287982234860653
30,bernoulli,1,32,1.0,1.0,raw,32,20,0.6764168658792163,0.4369074350740297
26,bernoulli,1,32,1.0,1.0,raw,32,50,0.7222956424743568,0.4153110824457436
17,bernoulli,1,32,1.0,1.0,raw,32,50,0.6708254568367991,0.4280159950710122
19,bernoulli,1,32,1.0,1.0,raw,32,50,0.6799976087996175,0.4149140293052585
32,bernoulli,1,32,1.0,1.0,raw,32,50,0.6291573429788799,0.4357502723261846
34,bernoulli,1,32,1.0,1.0,raw,32,50,0.692852944633831,0.4306019675541197
21,bernoulli,1,32,1.0,1.0,raw,32,50,0.609271543516983,0.436192038956702
23,bernoulli,1,32,1.0,1.0,raw,32,50,0.6556833538544701,0.4229926739434787
25,bernoulli,1,32,1.0,1.0,raw,32,50,0.6411645145863223,0.4341614760999556
31,bernoulli,1,32,1.0,1.0,raw,32,20,0.6741303525165196,0.4224776096731342
29,bernoulli,1,32,1.0,1.0,raw,32,20,0.6467677960456596,0.4256891098417681
27,bernoulli,1,32,1.0,1.0,raw,32,20,0.6858161695075757,0.4321161473001649
33,bernoulli,1,32,1.0,1.0,raw,32,50,0.6606919921526663,0.4197094402131375
35,bernoulli,1,32,1.0,1.0,raw,32,50,0.6765056161408589,0.4158441431931342
38,bernoulli,1,32,1.0,1.0,raw,32,50,0.6144874274661508,0.4308589918008658
36,bernoulli,1,32,1.0,1.0,raw,32,50,0.662363316521241,0.430687988031864
42,bernoulli,1,32,1.0,1.0,raw,32,10,0.6749188577554119,0.4339222909107312
40,bernoulli,1,32,1.0,1.0,raw,32,20,0.7183224659158269,0.4141722479712184
44,bernoulli,1,32,1.0,1.0,raw,32,10,0.6188824438161309,0.4516039509211439
46,bernoulli,1,32,1.0,1.0,raw,32,50,0.6582780346405386,0.4328191557004079
39,bernoulli,1,32,1.0,1.0,raw,32,50,0.6641981692490473,0.4238736000802882
37,bernoulli,1,32,1.0,1.0,raw,32,10,0.6894840787554691,0.4268000426882746
48,bernoulli,1,32,1.0,1.0,raw,32,50,0.6120475669930003,0.431025485323032
43,bernoulli,1,32,1.0,1.0,raw,32,50,0.6619216655073993,0.4336105377796403
47,bernoulli,1,32,1.0,1.0,raw,32,20,0.7076035365286181,0.4241114605418533
41,bernoulli,1,32,1.0,1.0,raw,32,20,0.7242711904134072,0.4233230358689854
45,bernoulli,1,32,1.0,1.0,raw,32,50,0.6561437966848198,0.4355109845756831
49,bernoulli,1,32,1.0,1.0,raw,32,50,0.638798151374371,0.43395881062501374
